0	10.660318
1	10.660319
2	11.795927
3	9.689071
4	10.232780
5	10.974563
6	9.419666
7	13.168643
8	6.413780
9	6.857880
10	10.299002
11	8.607031
12	8.060534
13	8.850505
14	7.042851
15	7.427443
16	13.061877
17	11.331625
18	12.322441
19	13.611638
20	8.779141
21	12.161293
22	11.011838
23	10.977051
24	8.999808
25	10.528769
26	12.093124
27	12.216034
28	10.539768
29	9.226458
30	12.152111
31	9.943166
32	10.772396
33	6.409843
34	9.423554
35	8.547170
36	6.963139
37	9.126739
38	9.247755
39	9.230186
40	8.400686
41	8.373252
42	11.447423
43	9.435368
44	7.847159
45	10.947012
46	7.546053
47	6.037035
48	5.966446
49	4.883663
50	5.310002
51	5.074894
52	4.675480
53	6.833137
54	3.721575
55	4.291914
56	6.269901
57	6.180696
58	4.336577
59	4.364059
60	3.659359
61	5.037359
62	5.862499
63	5.226134
64	5.551836
65	5.364928
66	3.774188
67	3.840078
68	6.581035
69	5.800996
70	4.854629
71	2.899478
72	4.519061
73	4.376812
74	4.608906
75	3.782923
76	4.826303
77	5.243340
78	3.973726
79	3.180013
80	4.931023
81	4.584269
82	3.703312
83	2.947459
84	4.010087
85	4.602717
86	4.823715
87	4.525528
88	4.535617
89	4.815365
90	3.816553
91	3.929898
92	6.332064
93	5.621655
94	5.927672
95	3.531928
96	4.325897
97	5.929450
98	5.449919
99	4.898335
100	4.723620
101	4.780858
102	4.591100
103	5.241169
104	5.817546
105	3.599682
106	2.744408
107	3.960908
108	4.416060
109	4.838730
110	4.787909
111	4.448929
112	2.898776
113	5.220598
114	6.448477
115	2.963679
116	4.820799
117	3.900706
118	4.656230
119	6.098067
120	6.820367
121	4.980253
122	3.524273
123	5.091388
124	3.189262
125	2.631354
126	4.144043
127	3.897769
128	3.873413
129	4.459095
130	4.665458
131	4.082416
132	3.288465
133	2.763293
134	2.580794
135	5.433113
136	4.339715
137	2.897481
138	3.497373
139	3.295768
140	5.056942
141	4.958839
142	6.110826
143	4.652055
144	6.006674
145	4.186967
146	4.757710
147	4.025221
148	6.717515
149	6.051167
150	7.054205
151	6.010068
152	3.457083
153	4.157268
154	3.542228
155	4.784220
156	5.549857
157	2.931823
158	3.923499
159	4.679090
160	4.365208
161	4.819390
162	4.595357
163	5.493827
164	2.851139
165	5.722025
166	3.081329
167	3.237436
168	4.215281
169	5.253388
170	4.322796
171	4.827191
172	2.547174
173	2.649548
174	6.543345
175	4.592405
176	5.638475
177	5.104526
178	4.404927
179	5.848631
180	6.421924
181	5.874062
182	3.657623
183	5.894490
184	2.820674
185	6.603418
186	5.181701
187	4.805307
188	3.672409
189	5.651418
190	4.964172
191	2.848914
192	4.548116
193	4.586263
194	4.652947
195	6.150730
196	4.407917
197	5.256784
198	5.075617
199	5.790735
200	4.023567
201	2.756991
202	6.828825
203	4.571491
204	5.963986
205	5.585309
206	3.940187
207	6.524673
208	4.354241
209	4.007153
210	4.312307
211	4.363690
212	5.290915
213	3.844602
214	3.143469
215	7.306750
216	5.366292
217	1.962780
218	2.771532
219	4.754600
220	2.737552
221	5.843502
222	5.697525
223	4.561975
224	4.261231
225	4.704139
226	4.613246
227	6.543354
228	4.688070
229	3.864793
230	5.056728
231	3.854425
232	4.603239
233	4.576658
234	8.679251
235	9.305943
236	6.823621
237	6.615872
238	8.242068
239	8.232362
240	9.572263
241	6.229935
242	8.332253
243	5.948632
244	6.293858
245	7.554561
246	5.821836
247	6.920622
248	8.761145
249	6.881410
250	6.843729
251	8.830567
252	8.195498
253	9.760045
254	6.863340
255	6.058889
256	9.653822
257	7.881837
258	7.917329
259	7.900464
260	7.717519
261	7.043700
262	4.078850
263	7.580385
264	6.640504
265	7.772498
266	8.241206
267	7.467218
268	9.192126
269	7.715161
270	7.849640
271	8.333728
272	6.694784
273	7.142684
274	6.342516
275	6.139799
276	7.197021
277	5.581089
278	7.125044
279	8.106583
280	6.592536
281	7.797470
282	7.756562
283	7.304773
284	2.622558
285	3.032360
286	3.743665
287	5.020216
288	4.646757
289	3.974256
290	4.835060
291	6.717066
292	4.196584
293	6.686866
294	5.883893
295	4.098560
296	6.405664
297	6.470070
298	7.381154
299	5.043347
300	4.434442
301	5.387920
302	4.493954
303	4.435426
304	4.375455
305	2.452365
306	3.023790
307	4.779508
308	5.919098
309	5.903449
310	6.483539
311	2.577033
312	3.919837
313	5.844658
314	5.122354
315	3.649890
316	5.020679
317	3.852702
318	4.802052
319	4.284174
320	2.687546
321	4.517927
322	4.911760
323	4.199339
324	4.644765
325	5.212568
326	4.157017
