0	6.665088
1	6.665090
2	6.230850
3	6.110454
4	5.533073
5	6.628706
6	6.303595
7	6.683810
8	6.574639
9	6.884696
10	6.870887
11	6.663077
12	6.627165
13	5.226942
14	5.617711
15	5.880460
16	6.424873
17	6.947474
18	7.049687
19	6.765724
20	6.983392
21	6.473923
22	5.816433
23	5.408336
24	6.009035
25	6.629714
26	6.986120
27	6.729702
28	6.633273
29	6.338164
30	6.173507
31	6.031692
32	6.437167
33	6.791670
34	6.802604
35	6.145601
36	6.025447
37	5.620935
38	6.880190
39	6.945977
40	6.979204
41	5.934965
42	6.131598
43	6.789257
44	6.673440
45	5.653362
46	5.945200
47	5.650317
48	6.389780
49	6.148278
50	5.624671
51	5.327561
52	5.608869
53	6.452744
54	5.691003
55	6.848898
56	6.650143
57	6.840452
58	6.028814
59	6.057814
60	6.590604
61	6.647601
62	6.156115
63	5.721829
64	6.391291
65	6.431859
66	6.899686
67	7.094405
68	6.306423
69	6.637348
70	6.666342
71	6.154290
72	6.385687
73	6.143826
74	6.776696
75	6.715317
76	6.783080
77	6.822632
78	6.234019
79	6.297253
80	5.931866
81	6.684925
82	6.414818
83	6.030427
84	6.667939
85	6.115996
86	6.336034
87	5.837313
88	6.783111
89	6.161966
90	6.520967
91	5.873205
92	6.555261
93	5.895330
94	5.599473
95	6.225963
96	5.358553
97	6.697500
98	6.628019
99	6.895433
100	6.602182
101	6.053997
102	6.802334
103	5.742731
104	6.060732
105	6.685763
106	6.560790
107	5.587496
108	6.315594
109	6.272313
110	6.537933
111	6.705064
112	6.044290
113	6.811427
114	6.370104
115	6.176453
116	6.874509
117	6.796773
118	6.023991
119	5.581064
120	5.739589
121	5.768445
122	5.988282
123	6.418112
124	6.713377
125	7.030851
126	6.444205
127	6.799013
128	7.068494
129	6.839402
130	6.939814
131	7.007720
132	6.941598
133	6.892200
134	6.825993
135	7.008208
136	7.042116
137	6.926053
138	7.197124
139	7.097005
140	7.031121
141	7.114953
142	7.191231
143	6.746000
144	7.065142
145	6.999971
146	7.121476
147	7.186301
148	7.038566
149	7.299516
150	7.255033
151	6.558620
152	6.924877
153	7.041882
154	6.849098
155	6.944523
156	7.085364
157	6.642501
158	7.058937
159	7.301550
160	7.074786
161	6.857123
162	6.612125
163	6.890640
164	6.490269
165	6.813360
166	6.786185
167	6.729770
168	6.405904
169	6.543320
170	6.621026
171	6.441011
172	6.850728
173	6.748332
174	6.729667
