0.000000000000000000e+00 7.840000000000000000e+02 9.680000000000000000e+02
0.000000000000000000e+00 6.950000000000000000e+02 8.740000000000000000e+02
1.000000000000000000e+00 9.380000000000000000e+02 9.300000000000000000e+02
1.000000000000000000e+00 9.580000000000000000e+02 9.370000000000000000e+02
1.000000000000000000e+00 9.620000000000000000e+02 9.590000000000000000e+02
1.000000000000000000e+00 9.710000000000000000e+02 9.520000000000000000e+02
1.000000000000000000e+00 9.690000000000000000e+02 9.550000000000000000e+02
1.000000000000000000e+00 9.490000000000000000e+02 9.500000000000000000e+02
2.000000000000000000e+00 8.750000000000000000e+02 7.680000000000000000e+02
2.000000000000000000e+00 8.950000000000000000e+02 7.990000000000000000e+02
2.000000000000000000e+00 9.140000000000000000e+02 8.230000000000000000e+02
2.000000000000000000e+00 9.150000000000000000e+02 8.410000000000000000e+02
2.000000000000000000e+00 9.430000000000000000e+02 8.800000000000000000e+02
2.000000000000000000e+00 9.390000000000000000e+02 8.450000000000000000e+02
2.000000000000000000e+00 9.600000000000000000e+02 8.790000000000000000e+02
2.000000000000000000e+00 8.930000000000000000e+02 7.850000000000000000e+02
3.000000000000000000e+00 8.390000000000000000e+02 7.000000000000000000e+02
3.000000000000000000e+00 8.480000000000000000e+02 7.130000000000000000e+02
4.000000000000000000e+00 7.210000000000000000e+02 1.259000000000000000e+03
5.000000000000000000e+00 1.201000000000000000e+03 1.293000000000000000e+03
5.000000000000000000e+00 1.226000000000000000e+03 1.360000000000000000e+03
5.000000000000000000e+00 1.246000000000000000e+03 1.359000000000000000e+03
5.000000000000000000e+00 1.212000000000000000e+03 1.318000000000000000e+03
5.000000000000000000e+00 1.249000000000000000e+03 1.364000000000000000e+03
5.000000000000000000e+00 1.254000000000000000e+03 1.362000000000000000e+03
5.000000000000000000e+00 1.275000000000000000e+03 1.389000000000000000e+03
5.000000000000000000e+00 1.272000000000000000e+03 1.377000000000000000e+03
5.000000000000000000e+00 1.289000000000000000e+03 1.393000000000000000e+03
5.000000000000000000e+00 1.247000000000000000e+03 1.366000000000000000e+03
5.000000000000000000e+00 1.217000000000000000e+03 1.297000000000000000e+03
6.000000000000000000e+00 1.369000000000000000e+03 1.117000000000000000e+03
6.000000000000000000e+00 1.397000000000000000e+03 1.158000000000000000e+03
6.000000000000000000e+00 1.396000000000000000e+03 1.156000000000000000e+03
6.000000000000000000e+00 1.370000000000000000e+03 1.138000000000000000e+03
6.000000000000000000e+00 1.296000000000000000e+03 1.014000000000000000e+03
7.000000000000000000e+00 1.099000000000000000e+03 9.480000000000000000e+02
7.000000000000000000e+00 1.089000000000000000e+03 9.050000000000000000e+02
7.000000000000000000e+00 1.134000000000000000e+03 9.800000000000000000e+02
7.000000000000000000e+00 1.141000000000000000e+03 9.730000000000000000e+02
8.000000000000000000e+00 8.010000000000000000e+02 7.110000000000000000e+02
8.000000000000000000e+00 9.510000000000000000e+02 8.240000000000000000e+02
8.000000000000000000e+00 8.660000000000000000e+02 7.420000000000000000e+02
8.000000000000000000e+00 9.300000000000000000e+02 8.250000000000000000e+02
8.000000000000000000e+00 9.320000000000000000e+02 8.150000000000000000e+02
8.000000000000000000e+00 9.860000000000000000e+02 8.790000000000000000e+02
8.000000000000000000e+00 9.260000000000000000e+02 8.110000000000000000e+02
9.000000000000000000e+00 7.370000000000000000e+02 7.710000000000000000e+02
1.000000000000000000e+01 8.830000000000000000e+02 8.110000000000000000e+02
1.000000000000000000e+01 7.750000000000000000e+02 6.820000000000000000e+02
1.000000000000000000e+01 8.240000000000000000e+02 7.470000000000000000e+02
1.000000000000000000e+01 8.260000000000000000e+02 7.560000000000000000e+02
1.000000000000000000e+01 8.820000000000000000e+02 7.930000000000000000e+02
1.000000000000000000e+01 8.850000000000000000e+02 8.190000000000000000e+02
1.100000000000000000e+01 8.050000000000000000e+02 7.450000000000000000e+02
1.200000000000000000e+01 6.460000000000000000e+02 5.720000000000000000e+02
1.200000000000000000e+01 6.370000000000000000e+02 5.420000000000000000e+02
1.200000000000000000e+01 7.360000000000000000e+02 6.660000000000000000e+02
1.200000000000000000e+01 7.430000000000000000e+02 6.790000000000000000e+02
1.200000000000000000e+01 7.460000000000000000e+02 6.850000000000000000e+02
1.300000000000000000e+01 6.510000000000000000e+02 9.770000000000000000e+02
1.300000000000000000e+01 6.490000000000000000e+02 9.550000000000000000e+02
1.400000000000000000e+01 9.470000000000000000e+02 7.080000000000000000e+02
1.400000000000000000e+01 9.950000000000000000e+02 7.370000000000000000e+02
