7.000000000000000000e+00 1.199000000000000000e+03 7.650000000000000000e+02 7.790000000000000000e+02
1.100000000000000000e+01 1.100000000000000000e+03 4.700000000000000000e+02 5.060000000000000000e+02
9.000000000000000000e+00 6.810000000000000000e+02 7.670000000000000000e+02 8.790000000000000000e+02
1.000000000000000000e+01 7.470000000000000000e+02 7.300000000000000000e+02 8.840000000000000000e+02
9.000000000000000000e+00 7.290000000000000000e+02 8.710000000000000000e+02 9.500000000000000000e+02
6.000000000000000000e+00 9.650000000000000000e+02 1.079000000000000000e+03 1.109000000000000000e+03
9.000000000000000000e+00 7.620000000000000000e+02 9.030000000000000000e+02 9.840000000000000000e+02
7.000000000000000000e+00 1.197000000000000000e+03 7.690000000000000000e+02 8.260000000000000000e+02
9.000000000000000000e+00 9.490000000000000000e+02 9.010000000000000000e+02 9.970000000000000000e+02
1.000000000000000000e+01 1.006000000000000000e+03 9.260000000000000000e+02 1.023000000000000000e+03
7.000000000000000000e+00 1.225000000000000000e+03 8.060000000000000000e+02 8.330000000000000000e+02
1.000000000000000000e+01 1.050000000000000000e+03 1.095000000000000000e+03 1.123000000000000000e+03
1.000000000000000000e+01 1.086000000000000000e+03 1.144000000000000000e+03 1.146000000000000000e+03
7.000000000000000000e+00 1.222000000000000000e+03 8.160000000000000000e+02 8.460000000000000000e+02
9.000000000000000000e+00 9.760000000000000000e+02 1.060000000000000000e+03 1.102000000000000000e+03
8.000000000000000000e+00 8.290000000000000000e+02 9.930000000000000000e+02 1.015000000000000000e+03
1.000000000000000000e+01 9.910000000000000000e+02 9.500000000000000000e+02 1.032000000000000000e+03
1.100000000000000000e+01 1.079000000000000000e+03 5.600000000000000000e+02 5.430000000000000000e+02
1.000000000000000000e+01 1.127000000000000000e+03 1.178000000000000000e+03 1.193000000000000000e+03
8.000000000000000000e+00 8.560000000000000000e+02 1.023000000000000000e+03 1.040000000000000000e+03
8.000000000000000000e+00 4.320000000000000000e+02 4.120000000000000000e+02 4.290000000000000000e+02
1.000000000000000000e+01 7.370000000000000000e+02 6.970000000000000000e+02 8.230000000000000000e+02
1.000000000000000000e+01 8.690000000000000000e+02 8.970000000000000000e+02 9.240000000000000000e+02
1.000000000000000000e+01 7.880000000000000000e+02 8.030000000000000000e+02 8.720000000000000000e+02
1.000000000000000000e+01 7.760000000000000000e+02 7.330000000000000000e+02 8.560000000000000000e+02
1.000000000000000000e+01 7.770000000000000000e+02 7.670000000000000000e+02 8.570000000000000000e+02
3.000000000000000000e+00 5.520000000000000000e+02 6.190000000000000000e+02 6.440000000000000000e+02
1.100000000000000000e+01 1.069000000000000000e+03 5.450000000000000000e+02 5.930000000000000000e+02
8.000000000000000000e+00 7.990000000000000000e+02 9.060000000000000000e+02 9.370000000000000000e+02
1.200000000000000000e+01 5.040000000000000000e+02 8.920000000000000000e+02 9.090000000000000000e+02
9.000000000000000000e+00 1.014000000000000000e+03 1.117000000000000000e+03 1.124000000000000000e+03
9.000000000000000000e+00 1.025000000000000000e+03 1.131000000000000000e+03 1.138000000000000000e+03
1.000000000000000000e+01 1.087000000000000000e+03 1.130000000000000000e+03 1.157000000000000000e+03
1.100000000000000000e+01 1.141000000000000000e+03 6.560000000000000000e+02 6.770000000000000000e+02
8.000000000000000000e+00 6.070000000000000000e+02 6.620000000000000000e+02 7.150000000000000000e+02
7.000000000000000000e+00 1.172000000000000000e+03 7.330000000000000000e+02 7.420000000000000000e+02
9.000000000000000000e+00 8.360000000000000000e+02 9.710000000000000000e+02 1.036000000000000000e+03
1.100000000000000000e+01 1.054000000000000000e+03 6.250000000000000000e+02 6.590000000000000000e+02
1.100000000000000000e+01 1.080000000000000000e+03 6.510000000000000000e+02 6.750000000000000000e+02
1.000000000000000000e+01 1.116000000000000000e+03 1.158000000000000000e+03 1.161000000000000000e+03
1.000000000000000000e+01 1.104000000000000000e+03 1.119000000000000000e+03 1.143000000000000000e+03
1.000000000000000000e+01 1.139000000000000000e+03 1.194000000000000000e+03 1.199000000000000000e+03
1.000000000000000000e+01 1.034000000000000000e+03 1.055000000000000000e+03 1.060000000000000000e+03
1.000000000000000000e+01 8.850000000000000000e+02 9.080000000000000000e+02 9.620000000000000000e+02
9.000000000000000000e+00 7.090000000000000000e+02 8.630000000000000000e+02 9.040000000000000000e+02
1.400000000000000000e+01 6.670000000000000000e+02 5.910000000000000000e+02 6.670000000000000000e+02
9.000000000000000000e+00 9.990000000000000000e+02 1.025000000000000000e+03 1.073000000000000000e+03
9.000000000000000000e+00 1.013000000000000000e+03 1.029000000000000000e+03 1.070000000000000000e+03
1.000000000000000000e+01 1.067000000000000000e+03 1.122000000000000000e+03 1.128000000000000000e+03
1.500000000000000000e+01 7.750000000000000000e+02 6.430000000000000000e+02 6.590000000000000000e+02
1.000000000000000000e+01 1.112000000000000000e+03 1.136000000000000000e+03 1.139000000000000000e+03
1.000000000000000000e+01 1.113000000000000000e+03 1.140000000000000000e+03 1.166000000000000000e+03
1.100000000000000000e+01 1.165000000000000000e+03 7.250000000000000000e+02 7.310000000000000000e+02
8.000000000000000000e+00 8.540000000000000000e+02 1.030000000000000000e+03 1.045000000000000000e+03
1.200000000000000000e+01 7.030000000000000000e+02 1.019000000000000000e+03 1.036000000000000000e+03
9.000000000000000000e+00 9.210000000000000000e+02 1.052000000000000000e+03 1.062000000000000000e+03
1.000000000000000000e+01 1.084000000000000000e+03 1.108000000000000000e+03 1.142000000000000000e+03
1.100000000000000000e+01 1.162000000000000000e+03 6.460000000000000000e+02 6.610000000000000000e+02
1.600000000000000000e+01 6.830000000000000000e+02 6.930000000000000000e+02 7.150000000000000000e+02
1.200000000000000000e+01 5.480000000000000000e+02 9.220000000000000000e+02 9.530000000000000000e+02
1.400000000000000000e+01 8.450000000000000000e+02 8.270000000000000000e+02 8.300000000000000000e+02
1.000000000000000000e+01 9.580000000000000000e+02 1.030000000000000000e+03 1.037000000000000000e+03
1.200000000000000000e+01 5.220000000000000000e+02 8.680000000000000000e+02 8.700000000000000000e+02
1.100000000000000000e+01 1.169000000000000000e+03 7.240000000000000000e+02 7.230000000000000000e+02
1.100000000000000000e+01 1.191000000000000000e+03 7.270000000000000000e+02 7.210000000000000000e+02
1.100000000000000000e+01 1.159000000000000000e+03 6.780000000000000000e+02 6.930000000000000000e+02
1.300000000000000000e+01 1.023000000000000000e+03 8.090000000000000000e+02 8.100000000000000000e+02
1.100000000000000000e+01 1.202000000000000000e+03 7.150000000000000000e+02 7.140000000000000000e+02
1.400000000000000000e+01 8.200000000000000000e+02 7.920000000000000000e+02 8.110000000000000000e+02
1.400000000000000000e+01 8.370000000000000000e+02 8.180000000000000000e+02 8.290000000000000000e+02
1.500000000000000000e+01 8.240000000000000000e+02 7.050000000000000000e+02 7.080000000000000000e+02
1.100000000000000000e+01 1.179000000000000000e+03 7.290000000000000000e+02 7.300000000000000000e+02
1.200000000000000000e+01 7.220000000000000000e+02 1.046000000000000000e+03 1.050000000000000000e+03
1.300000000000000000e+01 7.400000000000000000e+02 7.940000000000000000e+02 7.670000000000000000e+02
1.700000000000000000e+01 6.570000000000000000e+02 6.750000000000000000e+02 7.290000000000000000e+02
1.400000000000000000e+01 7.960000000000000000e+02 7.820000000000000000e+02 7.960000000000000000e+02
1.300000000000000000e+01 9.540000000000000000e+02 8.050000000000000000e+02 8.390000000000000000e+02
1.400000000000000000e+01 8.280000000000000000e+02 8.200000000000000000e+02 8.250000000000000000e+02
1.800000000000000000e+01 7.830000000000000000e+02 1.138000000000000000e+03 1.143000000000000000e+03
1.200000000000000000e+01 6.990000000000000000e+02 1.027000000000000000e+03 1.029000000000000000e+03
