0.000000000000000000e+00 6.260000000000000000e+02 7.880000000000000000e+02
0.000000000000000000e+00 7.530000000000000000e+02 8.980000000000000000e+02
0.000000000000000000e+00 7.530000000000000000e+02 9.030000000000000000e+02
1.000000000000000000e+00 7.060000000000000000e+02 7.800000000000000000e+02
1.000000000000000000e+00 8.520000000000000000e+02 1.000000000000000000e+03
1.000000000000000000e+00 8.520000000000000000e+02 1.014000000000000000e+03
1.000000000000000000e+00 8.630000000000000000e+02 1.017000000000000000e+03
1.000000000000000000e+00 8.630000000000000000e+02 1.026000000000000000e+03
1.000000000000000000e+00 9.050000000000000000e+02 1.035000000000000000e+03
1.000000000000000000e+00 9.050000000000000000e+02 1.036000000000000000e+03
2.000000000000000000e+00 9.150000000000000000e+02 6.570000000000000000e+02
2.000000000000000000e+00 9.150000000000000000e+02 6.650000000000000000e+02
2.000000000000000000e+00 1.012000000000000000e+03 7.740000000000000000e+02
3.000000000000000000e+00 7.930000000000000000e+02 7.670000000000000000e+02
3.000000000000000000e+00 7.930000000000000000e+02 7.690000000000000000e+02
3.000000000000000000e+00 6.970000000000000000e+02 6.620000000000000000e+02
3.000000000000000000e+00 6.970000000000000000e+02 6.820000000000000000e+02
3.000000000000000000e+00 7.960000000000000000e+02 7.700000000000000000e+02
3.000000000000000000e+00 7.960000000000000000e+02 7.720000000000000000e+02
4.000000000000000000e+00 7.090000000000000000e+02 1.105000000000000000e+03
4.000000000000000000e+00 7.090000000000000000e+02 1.132000000000000000e+03
4.000000000000000000e+00 7.620000000000000000e+02 1.170000000000000000e+03
4.000000000000000000e+00 7.620000000000000000e+02 1.172000000000000000e+03
5.000000000000000000e+00 1.096000000000000000e+03 1.049000000000000000e+03
5.000000000000000000e+00 9.290000000000000000e+02 8.870000000000000000e+02
5.000000000000000000e+00 1.009000000000000000e+03 9.250000000000000000e+02
5.000000000000000000e+00 1.009000000000000000e+03 9.630000000000000000e+02
5.000000000000000000e+00 1.076000000000000000e+03 1.012000000000000000e+03
5.000000000000000000e+00 1.076000000000000000e+03 1.027000000000000000e+03
5.000000000000000000e+00 1.161000000000000000e+03 1.107000000000000000e+03
5.000000000000000000e+00 1.161000000000000000e+03 1.113000000000000000e+03
5.000000000000000000e+00 1.120000000000000000e+03 1.058000000000000000e+03
5.000000000000000000e+00 1.120000000000000000e+03 1.072000000000000000e+03
6.000000000000000000e+00 1.040000000000000000e+03 1.037000000000000000e+03
6.000000000000000000e+00 1.040000000000000000e+03 1.041000000000000000e+03
6.000000000000000000e+00 8.310000000000000000e+02 8.750000000000000000e+02
6.000000000000000000e+00 1.124000000000000000e+03 1.101000000000000000e+03
6.000000000000000000e+00 1.124000000000000000e+03 1.110000000000000000e+03
6.000000000000000000e+00 1.129000000000000000e+03 1.109000000000000000e+03
6.000000000000000000e+00 1.129000000000000000e+03 1.117000000000000000e+03
6.000000000000000000e+00 1.115000000000000000e+03 1.096000000000000000e+03
6.000000000000000000e+00 1.115000000000000000e+03 1.102000000000000000e+03
6.000000000000000000e+00 9.010000000000000000e+02 8.710000000000000000e+02
6.000000000000000000e+00 9.010000000000000000e+02 9.310000000000000000e+02
7.000000000000000000e+00 1.018000000000000000e+03 9.030000000000000000e+02
7.000000000000000000e+00 1.018000000000000000e+03 9.370000000000000000e+02
7.000000000000000000e+00 1.012000000000000000e+03 9.010000000000000000e+02
7.000000000000000000e+00 1.012000000000000000e+03 9.410000000000000000e+02
7.000000000000000000e+00 8.810000000000000000e+02 8.360000000000000000e+02
7.000000000000000000e+00 1.084000000000000000e+03 9.740000000000000000e+02
7.000000000000000000e+00 1.084000000000000000e+03 9.870000000000000000e+02
7.000000000000000000e+00 9.830000000000000000e+02 8.640000000000000000e+02
7.000000000000000000e+00 9.830000000000000000e+02 9.060000000000000000e+02
7.000000000000000000e+00 9.000000000000000000e+02 7.390000000000000000e+02
7.000000000000000000e+00 9.000000000000000000e+02 8.150000000000000000e+02
7.000000000000000000e+00 1.060000000000000000e+03 9.610000000000000000e+02
7.000000000000000000e+00 1.060000000000000000e+03 9.660000000000000000e+02
7.000000000000000000e+00 1.005000000000000000e+03 8.670000000000000000e+02
7.000000000000000000e+00 1.005000000000000000e+03 8.940000000000000000e+02
7.000000000000000000e+00 1.121000000000000000e+03 1.018000000000000000e+03
7.000000000000000000e+00 1.121000000000000000e+03 1.022000000000000000e+03
7.000000000000000000e+00 1.067000000000000000e+03 9.270000000000000000e+02
7.000000000000000000e+00 1.067000000000000000e+03 9.820000000000000000e+02
7.000000000000000000e+00 1.122000000000000000e+03 1.021000000000000000e+03
7.000000000000000000e+00 1.122000000000000000e+03 1.023000000000000000e+03
