 ,Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
1,ID227340,227340,31,73.365,582.603,321.264,0,0,0,8.500,1,-10921639,25001.148,25022,22441,30583,14225653,2136.792,11.564,0.045,1.007
2,ID227345,227345,41,78.845,118.636,322.416,0,0,0,8.500,1,-10921639,24597.613,24625,21646,29590,13996042,1806.489,12.120,0.057,1.476
3,ID227349,227349,6,81.102,564.567,327.039,0,0,0,8.500,1,-10921639,24996.622,24427,22242,30583,14223078,2532.065,11.120,0.048,0.906
4,ID227348,227348,33,640.440,12.115,324.764,0,0,0,8.500,1,-10921639,54573.757,65535,22043,65535,31052468,16704.175,11.943,0.374,1.780
5,ID227355,227355,2,680.733,33.936,332.457,0,0,0,8.500,1,-10921639,59094.606,65535,21845,65535,33624831,13421.850,12.249,0.400,2.517
6,ID227368,227368,10,677.507,74.661,338.558,0,0,0,8.500,1,-10921639,64714.815,65535,29987,65535,36822730,4508.037,17.446,0.389,8.042
7,ID227395,227395,23,651.239,600.519,357.862,0,0,0,8.500,1,-10921639,64999.622,65535,36144,65535,36984785,3131.313,17.153,0.376,11.334
8,ID227393,227393,25,635.609,626.150,357.126,0,0,0,8.500,1,-10921639,60425.051,65535,23036,65535,34381854,11962.086,16.608,0.351,2.624
9,ID227405,227405,35,682.911,106.792,366.528,0,0,0,8.500,1,-10921639,65005.893,65535,29590,65535,36988353,3544.516,17.376,0.405,10.571
10,ID227409,227409,34,162.134,0.000,368.295,0,0,0,8.500,1,-10921639,19581.749,23463,0,35945,11142015,12235.752,11.758,0.248,0.637
11,ID227417,227417,3,223.378,29.813,373.703,0,0,0,8.500,1,-10921639,30129.218,31179,19462,38527,17143525,4892.526,12.112,0.190,1.964
12,ID227433,227433,11,709.564,125.459,385.924,0,0,0,8.500,1,-10921639,64552.181,65535,32569,65535,36730191,4563.513,16.918,0.435,8.571
13,ID227475,227475,43,628.138,246.265,412.216,0,0,0,8.500,1,-10921639,65187.037,65535,40513,65535,37091424,2449.914,17.252,0.357,14.011
14,ID227515,227515,20,200.582,179.135,436.736,0,0,0,8.500,1,-10921639,28653.559,29391,20653,38130,16303875,5290.804,11.585,0.155,1.453
15,ID227516,227516,22,616.351,252.231,436.611,0,0,0,8.500,1,-10921639,64039.114,65535,25022,65535,36438256,6487.168,17.159,0.345,5.066
16,ID226851,226851,17,709.173,161.250,0.000,0,0,0,8.500,1,-10921639,44787.594,64741,0,65535,25484141,27414.425,16.710,0.508,1.101
17,ID226856,226856,27,467.151,414.090,0.000,0,0,0,8.500,1,-10921639,30952.824,26015,0,65535,17612157,23860.216,7.154,0.374,0.707
18,ID226883,226883,39,77.910,708.855,14.190,0,0,0,8.500,1,-10921639,17655.960,22441,0,65535,10046241,11499.279,6.838,0.166,0.437
19,ID226882,226882,36,609.646,440.281,14.570,0,0,0,8.500,1,-10921639,65468.691,65535,43889,65535,37251685,1008.069,17.714,0.338,32.829
20,ID226881,226881,32,509.245,124.056,11.321,0,0,0,8.500,1,-10921639,48867.026,57195,22242,65535,27805338,17467.978,32.300,0.268,1.184
21,ID226884,226884,38,476.880,109.220,17.682,0,0,0,8.500,1,-10921639,45568.425,47463,21845,65535,25928434,18903.574,11.380,0.236,0.920
22,ID226902,226902,12,714.387,160.347,28.907,0,0,0,8.500,1,-10921639,62863.705,65535,22441,65535,35769448,7426.355,16.644,0.428,5.072
23,ID227013,227013,28,695.881,231.779,93.733,0,0,0,8.500,1,-10921639,64443.991,65535,26015,65535,36668631,5233.061,17.192,0.410,7.166
24,ID227023,227023,40,654.505,329.201,102.924,0,0,0,8.500,1,-10921639,63776.318,65535,28597,65535,36288725,6589.547,16.895,0.371,5.241
25,ID227038,227038,13,666.781,263.683,109.508,0,0,0,8.500,1,-10921639,65437.626,65535,47066,65535,37234009,1186.044,17.568,0.383,30.574
26,ID227047,227047,9,630.967,299.460,117.896,0,0,0,8.500,1,-10921639,62773.244,65535,25618,65535,35717976,8462.479,16.920,0.347,3.824
27,ID227045,227045,7,667.580,615.358,117.345,0,0,0,8.500,1,-10921639,60990.824,65535,24029,65535,34703779,10690.557,15.877,0.386,3.177
28,ID227060,227060,16,617.518,519.957,127.973,0,0,0,8.500,1,-10921639,62223.540,65535,24228,65535,35405194,9536.047,16.783,0.344,3.338
29,ID227075,227075,30,622.111,619.077,140.941,0,0,0,8.500,1,-10921639,61410.002,65535,25420,65535,34942291,10105.783,15.674,0.352,3.165
30,ID227074,227074,37,629.514,539.448,141.534,0,0,0,8.500,1,-10921639,63459.757,65535,27405,65535,36108602,7370.960,16.592,0.358,4.540
31,ID227087,227087,44,441.761,590.986,150.480,0,0,0,8.500,1,-10921639,47000.288,50840,23235,65535,26743164,12797.969,11.749,0.219,1.318
32,ID227100,227100,4,469.067,606.099,158.246,0,0,0,8.500,1,-10921639,50575.288,54216,23235,65535,28777339,12536.626,11.974,0.231,1.514
33,ID227128,227128,21,679.184,158.460,179.497,0,0,0,8.500,1,-10921639,61243.494,65535,23434,65535,34847548,10514.083,15.836,0.400,3.329
34,ID227147,227147,42,319.449,231.447,190.190,0,0,0,8.500,1,-10921639,37510.332,40115,22838,50641,21343379,8190.152,11.918,0.218,1.639
35,ID227153,227153,45,661.910,179.863,194.215,0,0,0,8.500,1,-10921639,63792.019,65535,24228,65535,36297659,6729.390,17.069,0.382,5.243
36,ID227159,227159,0,296.135,210.603,199.167,0,0,0,8.500,1,-10921639,36547.764,37931,23632,51435,20795678,7472.386,11.799,0.199,1.624
37,ID227198,227198,29,111.285,502.886,223.795,0,0,0,8.500,1,-10921639,27755.190,28001,23036,33165,15792703,2486.792,12.280,0.085,1.751
38,ID227218,227218,5,107.379,488.845,240.632,0,0,0,8.500,1,-10921639,27633.049,28001,23235,32569,15723205,2440.884,12.284,0.080,1.683
39,ID227255,227255,18,558.662,658.276,255.794,0,0,0,8.500,1,-10921639,64047.160,65535,27008,65535,36442834,6060.427,16.864,0.297,4.835
40,ID227269,227269,26,563.923,673.605,264.288,0,0,0,8.500,1,-10921639,63958.146,65535,25817,65535,36392185,6573.714,17.062,0.298,4.470
41,ID227293,227293,1,667.440,339.095,282.261,0,0,0,8.500,1,-10921639,61611.367,65535,25618,65535,35056868,10320.938,16.552,0.385,3.320
42,ID227292,227292,46,540.279,235.253,282.104,0,0,0,8.500,1,-10921639,53175.253,65535,23434,65535,30256719,17478.458,11.810,0.277,1.321
43,ID227301,227301,8,678.205,314.780,290.212,0,0,0,8.500,1,-10921639,63716.991,65535,24427,65535,36254968,6901.748,16.668,0.403,5.305
44,ID227314,227314,15,581.088,226.799,298.744,0,0,0,8.500,1,-10921639,51362.125,65535,23036,65535,29225049,17495.496,11.865,0.297,1.343
45,ID227313,227313,14,695.138,48.902,298.519,0,0,0,8.500,1,-10921639,63514.552,65535,25221,65535,36139780,7580.826,16.763,0.407,4.849
46,ID227319,227319,19,691.863,77.774,301.853,0,0,0,8.500,1,-10921639,63498.494,65535,26214,65535,36130643,7451.523,16.848,0.405,4.915
47,ID227327,227327,24,135.002,143.503,311.781,0,0,0,8.500,1,-10921639,27214.162,27803,21448,33959,15484858,2944.137,11.892,0.108,1.804
48,ID226311,226311,28,604.793,231.604,95.239,0,1,1,8.500,1,-10921639,65034.515,65535,34158,65535,37004639,3350.728,17.465,0.333,9.687
49,ID226325,226325,40,559.675,329.787,102.432,0,1,1,8.500,1,-10921639,64256.914,65535,35945,65535,36562184,4925.654,16.955,0.296,5.961
50,ID226334,226334,13,564.334,259.636,111.716,0,1,1,8.500,1,-10921639,56926.202,65535,29789,65535,32391009,12101.386,11.972,0.296,2.152
51,ID226342,226342,9,542.749,300.439,117.624,0,1,1,8.500,1,-10921639,63817.156,65535,32569,65535,36311962,6112.138,17.167,0.280,4.564
52,ID226344,226344,7,559.829,614.913,117.794,0,1,1,8.500,1,-10921639,62780.578,65535,30782,65535,35722149,7819.726,16.524,0.298,3.687
53,ID226359,226359,16,525.179,520.131,127.889,0,1,1,8.500,1,-10921639,63066.072,65535,30782,65535,35884595,7584.970,16.797,0.271,3.548
54,ID226379,226379,30,511.208,619.530,141.500,0,1,1,8.500,1,-10921639,62598.750,65535,30782,65535,35618689,8053.245,16.296,0.264,3.243
55,ID226378,226378,37,537.761,539.797,141.283,0,1,1,8.500,1,-10921639,63275.142,65535,32966,65535,36003556,7014.838,16.627,0.283,3.975
56,ID226396,226396,44,414.346,592.394,150.762,0,1,1,8.500,1,-10921639,53418.049,57592,29590,65535,30394870,11706.781,11.821,0.177,1.374
57,ID226406,226406,4,456.642,606.400,160.635,0,1,1,8.500,1,-10921639,56840.459,62557,29590,65535,32342221,11499.875,12.117,0.209,1.711
58,ID226434,226434,21,606.081,156.785,178.503,0,1,1,8.500,1,-10921639,63981.206,65535,30583,65535,36405306,5801.807,16.715,0.340,5.594
59,ID226454,226454,42,336.218,231.188,191.417,0,1,1,8.500,1,-10921639,43608.840,45676,28001,57393,24813430,8274.089,11.903,0.191,1.688
60,ID226461,226461,45,584.358,179.928,193.750,0,1,1,8.500,1,-10921639,64092.176,65535,31179,65535,36468448,5748.682,17.125,0.317,5.363
61,ID226471,226471,0,300.642,210.480,198.632,0,1,1,8.500,1,-10921639,42322.336,43690,28398,55209,24081409,6902.249,11.942,0.179,1.859
62,ID226507,226507,29,121.153,503.636,224.344,0,1,1,8.500,1,-10921639,33872.527,34158,28796,39718,19273468,2545.653,12.129,0.073,1.817
63,ID226530,226530,5,121.265,489.563,242.222,0,1,1,8.500,1,-10921639,33689.633,33959,28597,39321,19169401,2790.211,11.966,0.071,1.601
64,ID226560,226560,18,472.618,659.509,255.351,0,1,1,8.500,1,-10921639,63546.320,65535,29789,65535,36157856,6955.811,16.767,0.233,3.451
65,ID226573,226573,26,479.463,672.399,266.319,0,1,1,8.500,1,-10921639,64286.569,65535,33165,65535,36579058,5378.149,17.041,0.238,4.597
66,ID226590,226590,46,505.763,237.687,281.411,0,1,1,8.500,1,-10921639,55564.984,65535,27803,65535,31616476,15220.962,11.894,0.249,1.455
67,ID226592,226592,1,582.288,339.557,282.675,0,1,1,8.500,1,-10921639,62746.378,65535,29193,65535,35702689,8142.071,16.769,0.313,3.675
68,ID226605,226605,8,593.047,315.762,291.317,0,1,1,8.500,1,-10921639,64499.826,65535,28994,65535,36700401,5106.357,16.975,0.329,6.257
69,ID226619,226619,15,567.064,227.736,299.232,0,1,1,8.500,1,-10921639,55143.030,65535,27604,65535,31376384,14783.771,12.153,0.286,1.661
70,ID226616,226616,14,639.817,49.947,297.943,0,1,1,8.500,1,-10921639,61867.193,65535,25221,65535,35202433,10188.307,16.147,0.357,3.195
71,ID226622,226622,19,627.131,76.256,301.275,0,1,1,8.500,1,-10921639,63970.719,65535,27207,65535,36399339,5981.760,16.820,0.352,5.574
72,ID226630,226630,24,157.275,145.073,313.642,0,1,1,8.500,1,-10921639,31778.402,32370,25221,38328,18081911,3448.983,11.967,0.108,1.797
73,ID226643,226643,31,66.242,582.541,320.192,0,1,1,8.500,1,-10921639,30096.155,29789,27803,34158,17124712,1893.739,10.162,0.030,0.933
74,ID226650,226650,41,88.474,116.812,323.413,0,1,1,8.500,1,-10921639,28391.475,28398,25221,33363,16154749,1995.734,11.953,0.056,1.506
75,ID226649,226649,33,602.377,13.232,323.150,0,1,1,8.500,1,-10921639,55657.112,65535,24427,65535,31668897,15587.431,11.924,0.326,1.757
76,ID226657,226657,6,77.600,565.646,327.597,0,1,1,8.500,1,-10921639,30404.682,30384,27604,35746,17300264,2356.091,8.759,0.038,0.951
77,ID226662,226662,2,633.151,36.091,331.558,0,1,1,8.500,1,-10921639,59938.179,65535,25221,65535,34104824,11984.381,12.286,0.356,2.623
78,ID226670,226670,10,638.296,75.290,339.415,0,1,1,8.500,1,-10921639,64578.009,65535,30782,65535,36744887,4616.656,17.360,0.357,7.356
79,ID226701,226701,25,508.816,625.547,358.327,0,1,1,8.500,1,-10921639,60010.784,65535,28398,65535,34146136,11498.769,12.139,0.246,2.062
80,ID226700,226700,23,539.998,602.333,356.878,0,1,1,8.500,1,-10921639,64628.958,65535,34356,65535,36773877,4365.978,17.161,0.284,6.545
81,ID226709,226709,35,628.572,106.991,367.681,0,1,1,8.500,1,-10921639,65112.344,65535,32966,65535,37048924,3159.707,17.631,0.356,10.809
82,ID226714,226714,34,163.441,0.000,370.230,0,1,1,8.500,1,-10921639,20555.916,22639,0,38130,11696316,13011.494,7.110,0.227,0.585
83,ID226721,226721,3,230.360,30.692,373.774,0,1,1,8.500,1,-10921639,32896.641,34158,22043,43889,18718189,5310.184,12.176,0.175,1.843
84,ID226742,226742,11,658.281,125.153,387.442,0,1,1,8.500,1,-10921639,64401.404,65535,31179,65535,36644399,5082.074,16.825,0.388,7.091
85,ID226784,226784,43,547.386,246.213,412.741,0,1,1,8.500,1,-10921639,65357.007,65535,44882,65535,37188137,1514.246,17.371,0.292,19.519
86,ID226822,226822,22,545.147,251.833,437.276,0,1,1,8.500,1,-10921639,64614.650,65535,30583,65535,36765736,4661.947,17.065,0.295,6.314
87,ID226821,226821,20,238.368,180.275,437.590,0,1,1,8.500,1,-10921639,33233.476,33959,24228,45478,18909848,6353.517,11.664,0.160,1.441
88,ID226162,226162,17,628.578,160.605,0.000,0,1,1,8.500,1,-10921639,45604.640,65535,0,65535,25949040,27594.228,16.978,0.444,1.017
89,ID226168,226168,27,406.071,414.090,0.000,0,1,1,8.500,1,-10921639,33607.132,32370,0,65535,19122458,23739.295,7.153,0.308,0.666
90,ID226182,226182,32,490.849,124.289,13.142,0,1,1,8.500,1,-10921639,54826.153,65535,27008,65535,31196081,14325.752,11.883,0.236,1.460
91,ID226186,226186,36,519.204,441.036,14.835,0,1,1,8.500,1,-10921639,65535.000,65535,65535,65535,37289415,0.000,19.213,0.268,Infinity
92,ID226185,226185,39,66.290,708.855,14.190,0,1,1,8.500,1,-10921639,22197.970,29391,0,56202,12630645,13710.998,6.779,0.141,0.400
93,ID226188,226188,38,419.682,109.158,16.210,0,1,1,8.500,1,-10921639,50125.199,57790,26412,65535,28521238,16289.985,11.265,0.187,0.968
94,ID226207,226207,12,635.199,160.771,30.158,0,1,1,8.500,1,-10921639,64245.422,65535,31179,65535,36555645,5175.813,16.936,0.358,6.549
95,ID225282,225282,2,637.625,37.512,329.875,0,2,2,8.500,1,-10921639,61656.735,65535,25420,65535,35082682,10090.075,16.753,0.357,3.214
96,ID225285,225285,6,86.701,564.828,331.065,0,2,2,8.500,1,-10921639,30506.200,30186,27604,36144,17358028,2535.696,7.255,0.042,0.975
97,ID225295,225295,10,633.096,77.944,340.753,0,2,2,8.500,1,-10921639,57238.569,65535,28398,65535,32568746,12458.268,12.020,0.352,2.392
98,ID225319,225319,23,508.915,604.299,355.949,0,2,2,8.500,1,-10921639,64991.940,65535,35349,65535,36980414,3187.906,17.242,0.263,8.496
99,ID225323,225323,25,479.972,626.172,360.267,0,2,2,8.500,1,-10921639,61271.784,65535,28994,65535,34863645,10070.680,12.190,0.229,2.264
100,ID225331,225331,34,194.311,0.000,368.295,0,2,2,8.500,1,-10921639,22985.548,30186,0,38725,13078777,14102.741,12.049,0.264,0.680
101,ID225329,225329,35,625.448,105.193,366.939,0,2,2,8.500,1,-10921639,64984.605,65535,30384,65535,36976240,3649.829,17.662,0.352,9.272
102,ID225344,225344,3,236.654,31.570,372.344,0,2,2,8.500,1,-10921639,33526.972,34952,22639,43889,19076847,5540.205,12.086,0.176,1.813
103,ID225359,225359,11,651.778,125.804,384.732,0,2,2,8.500,1,-10921639,65170.982,65535,36938,65535,37082289,2632.526,17.136,0.382,13.695
104,ID225402,225402,43,527.309,246.160,411.638,0,2,2,8.500,1,-10921639,65083.731,65535,40711,65535,37032643,2856.193,17.167,0.277,9.883
105,ID225443,225443,20,258.005,181.929,437.107,0,2,2,8.500,1,-10921639,34490.624,35746,24427,46868,19625165,6933.952,11.584,0.169,1.436
106,ID225441,225441,22,522.086,253.325,435.884,0,2,2,8.500,1,-10921639,64105.088,65535,28796,65535,36475795,6017.250,17.234,0.269,4.514
107,ID224793,224793,17,609.630,160.605,0.000,0,2,2,8.500,1,-10921639,45659.557,65535,0,65535,25980288,27639.983,17.170,0.427,0.988
108,ID224809,224809,27,372.392,420.024,7.097,0,2,2,8.500,1,-10921639,58256.620,65535,31973,65535,33148017,10976.114,12.153,0.291,2.390
109,ID224819,224819,32,445.190,124.485,12.874,0,2,2,8.500,1,-10921639,53322.608,63550,27604,65535,30340564,15053.253,32.300,0.203,1.194
110,ID224816,224816,36,365.533,437.275,10.371,0,2,2,8.500,1,-10921639,52734.886,55010,30782,65535,30006150,12918.818,27.754,0.190,1.303
111,ID224823,224823,38,416.064,109.608,15.488,0,2,2,8.500,1,-10921639,51242.784,61365,26810,65535,29157144,15897.402,8.325,0.186,1.012
112,ID224822,224822,39,69.870,708.855,14.835,0,2,2,8.500,1,-10921639,22436.907,29789,0,60372,12766600,13994.646,6.800,0.140,0.395
113,ID224845,224845,12,625.802,161.452,30.897,0,2,2,8.500,1,-10921639,64108.253,65535,30186,65535,36477596,5406.940,16.846,0.350,6.154
114,ID224937,224937,28,601.668,231.628,95.007,0,2,2,8.500,1,-10921639,65035.907,65535,32370,65535,37005431,3377.485,17.495,0.330,9.549
115,ID224941,224941,13,555.199,273.790,97.296,0,2,2,8.500,1,-10921639,52598.699,65535,29789,65535,29928660,15126.213,11.910,0.271,1.484
116,ID224950,224950,40,547.408,330.057,100.881,0,2,2,8.500,1,-10921639,63984.685,65535,35945,65535,36407286,5484.850,16.887,0.286,5.182
117,ID224970,224970,7,549.103,615.188,116.938,0,2,2,8.500,1,-10921639,62432.281,65535,31576,65535,35523968,7742.549,16.188,0.288,3.607
118,ID224968,224968,9,530.336,301.468,116.007,0,2,2,8.500,1,-10921639,63950.821,65535,33363,65535,36388017,5684.839,16.984,0.272,4.808
119,ID224972,224972,13,565.770,259.128,117.554,0,2,2,8.500,1,-10921639,52439.924,65535,29193,65535,29838317,15276.792,11.912,0.276,1.485
120,ID224986,224986,16,507.334,521.434,127.819,0,2,2,8.500,1,-10921639,63208.121,65535,30980,65535,35965421,7131.522,16.822,0.259,3.643
121,ID225007,225007,30,492.437,620.087,140.641,0,2,2,8.500,1,-10921639,63195.909,65535,34356,65535,35958472,6809.822,16.444,0.254,3.754
122,ID225008,225008,37,528.980,541.251,141.105,0,2,2,8.500,1,-10921639,63473.369,65535,30980,65535,36116347,6696.815,16.703,0.275,4.084
123,ID225017,225017,44,393.400,594.383,149.430,0,2,2,8.500,1,-10921639,54865.801,58188,30186,65535,31218641,9893.708,11.798,0.169,1.604
124,ID225031,225031,4,453.921,606.850,161.153,0,2,2,8.500,1,-10921639,56722.492,62954,29789,65535,32275098,11782.011,12.072,0.206,1.643
125,ID225058,225058,21,580.297,159.184,179.227,0,2,2,8.500,1,-10921639,64168.626,65535,32569,65535,36511948,5261.016,16.688,0.322,5.940
126,ID225082,225082,42,315.123,231.016,192.305,0,2,2,8.500,1,-10921639,43441.988,45875,28398,56599,24718491,7953.291,11.923,0.179,1.659
127,ID225085,225085,45,551.934,180.976,192.921,0,2,2,8.500,1,-10921639,63862.169,65535,29590,65535,36337574,6538.052,17.385,0.290,4.390
128,ID225091,225091,0,295.166,210.426,196.934,0,2,2,8.500,1,-10921639,42937.675,44683,28796,55209,24431537,6759.850,11.980,0.172,1.864
129,ID225129,225129,29,124.276,504.785,223.201,0,2,2,8.500,1,-10921639,33940.250,33760,29193,41108,19312002,2855.545,11.902,0.069,1.532
130,ID225158,225158,5,115.075,490.184,240.813,0,2,2,8.500,1,-10921639,33939.538,34158,29193,39520,19311597,2498.975,11.962,0.069,1.751
131,ID225183,225183,18,465.362,659.731,254.519,0,2,2,8.500,1,-10921639,64330.896,65535,31179,65535,36604280,5392.926,17.098,0.229,4.448
132,ID225194,225194,26,472.874,673.277,266.730,0,2,2,8.500,1,-10921639,63496.053,65535,29590,65535,36129254,6941.878,17.112,0.230,3.420
133,ID225212,225212,46,505.439,238.314,277.143,0,2,2,8.500,1,-10921639,55153.492,65535,28398,65535,31382337,15265.091,11.659,0.240,1.400
134,ID225218,225218,1,577.235,340.900,281.564,0,2,2,8.500,1,-10921639,62852.817,65535,32370,65535,35763253,7929.791,16.658,0.310,3.753
135,ID225226,225226,8,588.935,316.288,290.025,0,2,2,8.500,1,-10921639,64366.153,65535,30980,65535,36624341,5171.497,16.840,0.327,6.136
136,ID225235,225235,14,613.632,50.655,296.165,0,2,2,8.500,1,-10921639,63414.030,65535,28001,65535,36082583,7582.552,16.763,0.342,4.259
137,ID225237,225237,15,602.528,229.521,297.009,0,2,2,8.500,1,-10921639,58183.694,65535,28597,65535,33106522,12714.785,12.344,0.325,2.243
138,ID225244,225244,19,612.127,76.734,299.610,0,2,2,8.500,1,-10921639,63122.265,65535,27803,65535,35916569,7851.485,16.793,0.337,4.053
139,ID225253,225253,24,167.775,145.006,312.431,0,2,2,8.500,1,-10921639,32687.582,33760,25420,39520,18599234,3815.839,12.033,0.114,1.756
140,ID225263,225263,31,73.857,582.263,319.076,0,2,2,8.500,1,-10921639,30316.678,30384,27803,35151,17250190,2080.609,10.441,0.037,1.052
141,ID225267,225267,33,621.320,12.686,323.542,0,2,2,8.500,1,-10921639,56237.893,65535,24625,65535,31999361,15154.457,11.975,0.353,1.937
142,ID225269,225269,41,84.708,117.704,323.647,0,2,2,8.500,1,-10921639,28640.318,28796,25420,32966,16296341,1939.172,11.701,0.054,1.507
143,ID225476,225476,17,547.590,158.670,0.000,0,3,3,8.500,1,-10921639,45966.873,65535,0,65535,26155151,27730.226,17.502,0.384,0.920
144,ID225507,225507,27,588.271,410.314,13.294,0,3,3,8.500,1,-10921639,61222.591,65535,31576,65535,34835654,9029.348,15.498,0.320,3.284
145,ID225505,225505,39,65.825,708.855,12.900,0,3,3,8.500,1,-10921639,22227.373,29789,0,51634,12647375,13739.851,32.300,0.152,0.427
146,ID225504,225504,32,448.596,123.478,13.055,0,3,3,8.500,1,-10921639,55497.715,65535,27405,65535,31578200,13955.926,32.300,0.206,1.356
147,ID225509,225509,36,488.495,443.760,16.125,0,3,3,8.500,1,-10921639,60906.366,65535,31377,65535,34655722,10121.760,16.210,0.234,2.281
148,ID225508,225508,38,406.104,108.467,15.480,0,3,3,8.500,1,-10921639,51208.587,58982,26810,65535,29137686,15714.345,8.478,0.176,0.973
149,ID225515,225515,36,501.549,442.215,22.478,0,3,3,8.500,1,-10921639,61117.873,65535,31377,65535,34776070,9707.519,12.249,0.241,2.443
150,ID225530,225530,12,626.450,160.133,31.558,0,3,3,8.500,1,-10921639,64118.721,65535,32569,65535,36483552,5172.090,16.962,0.350,6.432
151,ID225639,225639,28,516.172,232.660,98.063,0,3,3,8.500,1,-10921639,55128.394,65535,29193,65535,31368056,14487.071,12.062,0.269,1.611
152,ID225638,225638,13,580.872,273.055,97.520,0,3,3,8.500,1,-10921639,56276.306,65535,29590,65535,32021218,13666.340,12.136,0.301,1.907
153,ID225644,225644,40,542.496,329.679,101.020,0,3,3,8.500,1,-10921639,64540.663,65535,40711,65535,36723637,4170.056,17.001,0.284,6.848
154,ID225659,225659,9,529.024,302.017,114.644,0,3,3,8.500,1,-10921639,63608.798,65535,35349,65535,36193406,6324.259,16.947,0.270,4.274
155,ID225663,225663,13,569.198,259.016,117.532,0,3,3,8.500,1,-10921639,55316.515,65535,29193,65535,31475097,14510.907,11.931,0.296,1.740
156,ID225665,225665,7,552.065,614.350,117.114,0,3,3,8.500,1,-10921639,63150.891,65535,33363,65535,35932857,7174.900,16.685,0.292,3.980
157,ID225680,225680,16,505.475,522.197,129.481,0,3,3,8.500,1,-10921639,63915.227,65535,33165,65535,36367764,6015.464,17.126,0.257,4.349
158,ID225690,225690,37,528.530,542.327,141.926,0,3,3,8.500,1,-10921639,63765.148,65535,31576,65535,36282369,6289.422,16.918,0.274,4.364
159,ID225688,225688,30,527.239,619.436,140.695,0,3,3,8.500,1,-10921639,63917.682,65535,35151,65535,36369161,5578.615,16.619,0.285,5.077
160,ID225705,225705,44,416.479,591.467,150.775,0,3,3,8.500,1,-10921639,53951.032,57592,29789,65535,30698137,10913.292,11.923,0.184,1.536
161,ID225720,225720,4,474.290,605.569,161.393,0,3,3,8.500,1,-10921639,56806.253,62557,29789,65535,32322758,11730.501,12.130,0.222,1.762
162,ID225752,225752,21,564.765,158.369,179.987,0,3,3,8.500,1,-10921639,64282.397,65535,36938,65535,36576684,4694.966,16.635,0.309,6.466
163,ID225767,225767,42,323.839,228.688,192.212,0,3,3,8.500,1,-10921639,43650.360,45676,28200,55606,24837055,7899.711,12.062,0.185,1.722
164,ID225766,225766,45,533.068,179.501,192.417,0,3,3,8.500,1,-10921639,64256.571,65535,29987,65535,36561989,5349.492,17.057,0.278,5.221
165,ID225770,225770,0,304.155,207.494,195.499,0,3,3,8.500,1,-10921639,43147.438,44882,28994,54613,24550892,6912.224,11.966,0.177,1.880
166,ID225811,225811,29,126.314,505.149,223.346,0,3,3,8.500,1,-10921639,34131.847,34356,29193,40314,19421021,2754.967,11.818,0.072,1.668
167,ID225839,225839,5,112.417,490.488,240.894,0,3,3,8.500,1,-10921639,33825.062,33959,28994,39123,19246460,2348.883,11.939,0.068,1.828
168,ID225862,225862,18,477.509,658.530,253.097,0,3,3,8.500,1,-10921639,63425.211,65535,30186,65535,36088945,7191.660,17.389,0.235,3.352
169,ID225879,225879,26,484.352,672.699,266.469,0,3,3,8.500,1,-10921639,64205.258,65535,33562,65535,36532792,5436.364,17.150,0.241,4.594
170,ID225896,225896,46,506.990,236.289,277.088,0,3,3,8.500,1,-10921639,54796.091,65535,28398,65535,31178976,15304.564,11.635,0.241,1.391
171,ID225903,225903,1,584.122,343.135,280.532,0,3,3,8.500,1,-10921639,62770.803,65535,31377,65535,35716587,8144.837,16.826,0.316,3.701
172,ID225915,225915,8,586.486,317.650,290.172,0,3,3,8.500,1,-10921639,65017.063,65535,34555,65535,36994709,3401.233,17.118,0.324,9.351
173,ID225923,225923,14,601.391,51.449,295.701,0,3,3,8.500,1,-10921639,61008.610,65535,25618,65535,34713899,11007.929,16.194,0.325,2.717
174,ID225927,225927,15,605.778,228.297,297.717,0,3,3,8.500,1,-10921639,57474.464,65535,28001,65535,32702970,13473.263,12.319,0.326,2.095
175,ID225928,225928,19,608.328,77.239,300.834,0,3,3,8.500,1,-10921639,63242.320,65535,28994,65535,35984880,7436.076,16.720,0.335,4.270
176,ID225944,225944,24,188.542,145.587,314.073,0,3,3,8.500,1,-10921639,33893.471,34753,25420,42896,19285385,4172.711,12.172,0.132,1.899
177,ID225953,225953,31,72.590,583.019,320.169,0,3,3,8.500,1,-10921639,30496.439,30384,28001,35349,17352474,2015.174,11.057,0.035,1.013
178,ID225957,225957,33,619.846,12.072,323.219,0,3,3,8.500,1,-10921639,57481.782,65535,24625,65535,32707134,14081.156,12.158,0.356,2.143
179,ID225956,225956,41,88.047,117.999,322.194,0,3,3,8.500,1,-10921639,28933.460,28994,25618,34555,16463139,1862.712,12.309,0.057,1.683
180,ID225963,225963,2,622.174,35.458,328.622,0,3,3,8.500,1,-10921639,61611.701,65535,25221,65535,35057058,10339.564,16.680,0.348,3.075
181,ID225967,225967,10,570.281,84.961,331.510,0,3,3,8.500,1,-10921639,48405.209,54017,25817,65535,27542564,17378.513,11.536,0.298,1.280
