 ,Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
342,ID228800,228800,11,526.802,131.634,377.947,0,6,6,8.500,1,-10921639,48769.251,57195,25817,65535,27749704,17419.626,11.631,0.231,1.049
343,ID228824,228824,11,514.592,128.388,393.962,0,6,6,8.500,1,-10921639,48528.786,54811,25221,65535,27612879,17424.783,11.323,0.234,1.055
344,ID228858,228858,43,534.581,244.682,412.219,0,6,6,8.500,1,-10921639,64738.548,65535,33760,65535,36836234,4247.478,17.695,0.277,6.607
345,ID228888,228888,22,538.789,254.811,432.461,0,6,6,8.500,1,-10921639,58677.207,65535,29590,65535,33387331,11158.004,12.278,0.274,2.260
346,ID228901,228901,20,276.909,180.844,438.519,0,6,6,8.500,1,-10921639,37516.323,39123,24824,46470,21346788,5928.418,32.300,0.204,2.147
347,ID228224,228224,38,377.363,116.745,0.000,0,6,6,8.500,1,-10921639,37695.877,39123,0,65535,21448954,26021.529,11.668,0.260,0.599
348,ID228239,228239,17,507.037,159.245,2.968,0,6,6,8.500,1,-10921639,58936.882,65535,0,65535,33535086,16951.136,17.129,0.458,2.184
349,ID228241,228241,27,445.146,410.137,4.597,0,6,6,8.500,1,-10921639,62518.316,65535,0,65535,35572922,9965.774,16.996,0.421,3.720
350,ID228246,228246,38,355.757,113.174,9.471,0,6,6,8.500,1,-10921639,52773.271,63550,27604,65535,30027991,15031.678,27.481,0.182,1.082
351,ID228245,228245,36,418.247,452.282,9.098,0,6,6,8.500,1,-10921639,60769.562,65535,32172,65535,34577881,9760.421,15.054,0.283,2.750
352,ID228249,228249,39,33.918,708.855,10.320,0,6,6,8.500,1,-10921639,21474.854,29789,0,33562,12219192,12970.427,27.361,0.172,0.486
353,ID228266,228266,36,514.920,437.736,23.618,0,6,6,8.500,1,-10921639,63807.390,65535,34555,65535,36306405,6147.641,16.811,0.266,4.364
354,ID228264,228264,32,508.413,118.442,21.586,0,6,6,8.500,1,-10921639,57789.334,65535,27405,65535,32882131,12609.924,12.022,0.244,1.796
355,ID228277,228277,12,616.377,157.363,33.903,0,6,6,8.500,1,-10921639,64660.742,65535,34158,65535,36791962,4013.162,17.149,0.342,8.209
356,ID229623,229623,38,430.202,116.745,0.000,0,7,7,8.500,1,-10921639,38522.097,43828,0,65535,21919073,26319.861,11.879,0.299,0.674
357,ID229624,229624,17,554.071,158.670,0.000,0,7,7,8.500,1,-10921639,46033.443,65535,0,65535,26193029,27762.604,19.898,0.381,0.916
358,ID229629,229629,27,581.504,409.575,0.000,0,7,7,8.500,1,-10921639,45067.533,65535,0,65535,25643426,27385.051,16.678,0.407,0.951
359,ID229639,229639,36,395.361,449.970,7.994,0,7,7,8.500,1,-10921639,61544.381,65535,32370,65535,35018753,8896.692,15.951,0.307,3.251
360,ID229646,229646,39,34.861,708.855,11.610,0,7,7,8.500,1,-10921639,21264.139,29391,0,34952,12099295,12855.059,29.248,0.151,0.433
361,ID229660,229660,32,514.614,117.582,20.429,0,7,7,8.500,1,-10921639,55748.253,65535,27207,65535,31720756,14615.252,11.803,0.244,1.497
362,ID229670,229670,36,513.259,435.195,24.191,0,7,7,8.500,1,-10921639,64291.819,65535,34753,65535,36582045,4892.012,17.047,0.266,5.525
363,ID229674,229674,12,616.115,155.065,32.695,0,7,7,8.500,1,-10921639,64907.146,65535,36739,65535,36932166,2871.178,17.184,0.343,11.538
364,ID229765,229765,28,583.574,226.044,84.643,0,7,7,8.500,1,-10921639,55551.791,65535,28796,65535,31608969,14193.612,12.009,0.303,1.820
365,ID229782,229782,40,531.214,328.933,99.031,0,7,7,8.500,1,-10921639,65002.062,65535,40910,65535,36986173,2830.839,17.156,0.277,9.957
366,ID229788,229788,13,566.555,274.445,101.210,0,7,7,8.500,1,-10921639,59592.322,65535,30583,65535,33908031,11155.691,12.283,0.300,2.463
367,ID229795,229795,28,561.470,228.258,108.269,0,7,7,8.500,1,-10921639,55198.197,65535,29193,65535,31407774,14626.769,11.895,0.292,1.704
368,ID229803,229803,13,581.614,255.287,117.611,0,7,7,8.500,1,-10921639,61029.573,65535,30583,65535,34725827,10169.007,15.519,0.313,2.862
369,ID229807,229807,7,545.875,613.369,118.158,0,7,7,8.500,1,-10921639,63921.865,65535,30980,65535,36371541,5596.359,16.881,0.290,5.138
370,ID229804,229804,9,511.623,301.531,117.713,0,7,7,8.500,1,-10921639,64211.190,65535,35349,65535,36536167,5051.094,17.116,0.259,5.228
371,ID229825,229825,16,510.495,523.246,129.833,0,7,7,8.500,1,-10921639,64569.627,65535,35349,65535,36740118,4508.622,17.769,0.260,5.903
372,ID229839,229839,30,550.635,626.281,141.920,0,7,7,8.500,1,-10921639,64691.789,65535,37534,65535,36809628,3815.096,16.933,0.301,7.837
373,ID229840,229840,37,556.173,547.151,142.623,0,7,7,8.500,1,-10921639,64365.112,65535,36938,65535,36623749,4443.738,16.879,0.300,6.681
374,ID229854,229854,44,446.396,590.731,152.723,0,7,7,8.500,1,-10921639,53626.817,56996,30186,65535,30513659,10241.868,12.075,0.214,1.843
375,ID229863,229863,4,295.295,610.054,156.917,0,7,7,8.500,1,-10921639,45841.141,44485,31179,65535,26083609,11891.814,11.310,0.110,0.767
376,ID229884,229884,4,354.878,595.405,172.311,0,7,7,8.500,1,-10921639,44487.297,41903,29193,65535,25313272,13292.457,8.027,0.146,0.851
377,ID229902,229902,21,569.097,154.991,181.973,0,7,7,8.500,1,-10921639,63735.483,65535,29590,65535,36265490,6701.316,17.048,0.306,4.456
378,ID229908,229908,0,305.862,198.991,187.810,0,7,7,8.500,1,-10921639,43812.341,45676,28796,55606,24929222,7037.240,11.939,0.176,1.867
379,ID229916,229916,42,355.225,226.680,193.656,0,7,7,8.500,1,-10921639,44708.274,46669,28398,58386,25439008,7529.193,12.005,0.210,2.060
380,ID229924,229924,45,516.219,176.326,196.467,0,7,7,8.500,1,-10921639,64262.144,65535,34753,65535,36565160,5101.735,16.870,0.272,5.387
381,ID229960,229960,29,169.932,504.851,220.632,0,7,7,8.500,1,-10921639,36549.174,36739,29193,44087,20796480,3340.671,12.067,0.104,2.059
382,ID229990,229990,5,106.288,491.543,238.896,0,7,7,8.500,1,-10921639,33729.763,33959,29193,38725,19192235,2470.710,11.956,0.062,1.591
383,ID230012,230012,18,486.943,658.144,250.667,0,7,7,8.500,1,-10921639,63363.429,65535,30186,65535,36053791,7144.975,17.019,0.243,3.465
384,ID230031,230031,26,489.101,673.672,265.145,0,7,7,8.500,1,-10921639,64697.369,65535,36342,65535,36812803,4078.796,17.269,0.247,6.277
385,ID230043,230043,46,518.221,233.992,277.867,0,7,7,8.500,1,-10921639,57074.144,65535,28597,65535,32475188,13847.366,11.860,0.253,1.665
386,ID230050,230050,1,582.431,347.630,281.278,0,7,7,8.500,1,-10921639,63983.292,65535,31775,65535,36406493,5742.414,17.078,0.313,5.311
387,ID230055,230055,8,583.574,318.214,289.377,0,7,7,8.500,1,-10921639,65254.049,65535,41307,65535,37129554,2028.728,17.450,0.316,15.462
388,ID230058,230058,14,568.550,56.442,291.055,0,7,7,8.500,1,-10921639,59362.984,65535,25420,65535,33777538,12779.105,12.231,0.296,2.122
389,ID230070,230070,15,577.089,228.607,298.577,0,7,7,8.500,1,-10921639,57101.373,65535,28001,65535,32490681,13734.994,12.102,0.297,1.902
390,ID230076,230076,19,566.370,77.960,304.761,0,7,7,8.500,1,-10921639,64798.583,65535,32768,65535,36870394,3976.866,17.169,0.308,7.679
391,ID230084,230084,41,78.670,118.824,312.143,0,7,7,8.500,1,-10921639,28814.434,28796,25817,33562,16395413,1720.089,12.015,0.050,1.583
392,ID230099,230099,31,70.860,576.262,323.331,0,7,7,8.500,1,-10921639,31461.868,31576,28200,36144,17901803,2001.199,12.035,0.042,1.281
393,ID230098,230098,33,573.075,12.819,321.430,0,7,7,8.500,1,-10921639,56486.032,65535,25022,65535,32140552,14690.024,12.002,0.307,1.804
394,ID230096,230096,24,302.833,146.452,320.323,0,7,7,8.500,1,-10921639,40125.940,41307,25817,50442,22831660,5950.800,12.124,0.204,2.286
395,ID230101,230101,2,591.841,34.721,325.744,0,7,7,8.500,1,-10921639,62760.680,65535,25817,65535,35710827,8363.070,16.668,0.324,3.671
396,ID230100,230100,6,72.396,570.474,324.907,0,7,7,8.500,1,-10921639,31150.190,31377,28200,36342,17724458,2254.271,11.974,0.037,0.998
397,ID230106,230106,10,610.895,84.917,329.672,0,7,7,8.500,1,-10921639,54343.067,65535,27008,65535,30921205,15442.217,12.144,0.324,1.724
398,ID230138,230138,35,594.805,108.781,352.619,0,7,7,8.500,1,-10921639,54661.378,65535,26214,65535,31102324,15360.431,12.130,0.312,1.693
399,ID230142,230142,10,614.535,81.595,354.531,0,7,7,8.500,1,-10921639,58063.938,65535,25817,65535,33038381,13774.678,12.093,0.336,2.121
400,ID230141,230141,23,501.926,605.290,354.023,0,7,7,8.500,1,-10921639,65060.689,65535,39321,65535,37019532,3035.269,17.413,0.257,8.773
401,ID230144,230144,25,497.362,629.108,359.265,0,7,7,8.500,1,-10921639,60828.185,65535,28796,65535,34611237,10146.626,12.333,0.239,2.316
402,ID230162,230162,34,167.706,0.000,368.295,0,7,7,8.500,1,-10921639,22228.547,29590,0,37534,12648043,13595.319,12.178,0.247,0.648
403,ID230164,230164,3,199.005,31.652,368.979,0,7,7,8.500,1,-10921639,32353.575,33363,22639,41704,18409184,4390.627,12.253,0.152,1.945
404,ID230168,230168,35,521.460,101.379,372.310,0,7,7,8.500,1,-10921639,49589.104,61762,25618,65535,28216200,17135.294,11.380,0.259,1.190
405,ID230175,230175,11,520.002,131.255,379.395,0,7,7,8.500,1,-10921639,50708.756,65535,25618,65535,28853282,16841.649,11.788,0.229,1.121
406,ID230198,230198,11,519.245,128.184,393.805,0,7,7,8.500,1,-10921639,51475.562,65535,24824,65535,29289595,16652.799,11.547,0.244,1.211
407,ID230221,230221,43,583.898,245.594,409.017,0,7,7,8.500,1,-10921639,57736.248,65535,29590,65535,32851925,12052.359,12.003,0.312,2.278
408,ID230244,230244,22,461.190,267.346,422.311,0,7,7,8.500,1,-10921639,45557.585,37732,26810,65535,25922266,16520.875,11.584,0.226,1.017
409,ID230262,230262,22,489.354,248.982,434.781,0,7,7,8.500,1,-10921639,45750.968,38527,26412,65535,26032301,16367.111,11.516,0.239,1.078
410,ID230265,230265,20,294.051,177.161,436.831,0,7,7,8.500,1,-10921639,38208.434,40115,24625,46669,21740599,5794.952,12.014,0.205,2.245
411,ID230286,230286,47,50.639,215.430,450.855,0,7,7,8.500,1,-10921639,18791.982,25420,0,33562,10692638,11508.346,6.739,0.128,0.372
412,ID232482,232482,5,112.546,489.996,239.586,0,8,8,8.500,1,-10921639,33766.431,33959,28994,38725,19213099,2380.903,12.199,0.066,1.757
413,ID232519,232519,18,491.014,658.235,250.891,0,8,8,8.500,1,-10921639,63870.559,65535,30186,65535,36342348,6034.047,17.150,0.246,4.175
414,ID232570,232570,26,498.986,673.455,266.256,0,8,8,8.500,1,-10921639,64117.657,65535,32768,65535,36482947,5549.195,17.171,0.252,4.644
415,ID232602,232602,46,544.749,236.883,277.194,0,8,8,8.500,1,-10921639,58403.209,65535,28796,65535,33231426,13053.905,11.968,0.279,1.949
416,ID232618,232618,1,580.563,348.245,283.081,0,8,8,8.500,1,-10921639,64436.315,65535,34753,65535,36664263,4646.277,17.167,0.312,6.592
417,ID232634,232634,8,581.586,317.623,290.303,0,8,8,8.500,1,-10921639,65372.012,65535,46272,65535,37196675,1461.360,17.630,0.314,21.375
418,ID232644,232644,14,575.431,53.394,294.949,0,8,8,8.500,1,-10921639,61280.504,65535,25420,65535,34868607,10571.275,15.695,0.305,2.707
419,ID232656,232656,15,607.618,225.147,298.277,0,8,8,8.500,1,-10921639,58501.276,65535,27604,65535,33287226,12517.039,12.328,0.329,2.315
420,ID232677,232677,19,529.641,77.705,303.849,0,8,8,8.500,1,-10921639,65077.102,65535,39123,65535,37028871,2772.121,17.138,0.280,10.263
421,ID232691,232691,41,81.098,119.213,312.116,0,8,8,8.500,1,-10921639,28737.336,28796,25618,33165,16351544,1767.652,12.391,0.052,1.621
422,ID232701,232701,24,454.185,150.082,315.809,0,8,8,8.500,1,-10921639,42767.316,41506,25618,65535,24334603,13577.875,11.567,0.246,1.245
423,ID232713,232713,33,567.658,12.051,320.375,0,8,8,8.500,1,-10921639,57776.350,65535,25420,65535,32874743,13704.850,12.110,0.308,1.986
424,ID232727,232727,31,75.712,577.220,324.228,0,8,8,8.500,1,-10921639,31551.882,31775,28200,35349,17953021,1903.718,16.416,0.046,1.461
425,ID232730,232730,10,584.093,84.234,326.359,0,8,8,8.500,1,-10921639,56959.649,65535,26611,65535,32410040,14221.427,12.135,0.304,1.867
426,ID232736,232736,2,582.562,33.016,327.639,0,8,8,8.500,1,-10921639,63090.847,65535,25618,65535,35898692,7771.963,16.545,0.317,3.912
427,ID232816,232816,35,617.466,111.559,351.761,0,8,8,8.500,1,-10921639,56271.402,65535,26611,65535,32018428,14449.215,12.094,0.337,1.965
428,ID231803,231803,17,518.529,156.090,0.000,0,8,8,8.500,1,-10921639,45998.302,65535,0,65535,26173034,27741.391,20.981,0.361,0.880
429,ID231801,231801,38,523.451,114.810,0.000,0,8,8,8.500,1,-10921639,38885.731,43828,0,65535,22125981,26428.163,11.964,0.366,0.789
430,ID232829,232829,10,628.581,80.544,354.095,0,8,8,8.500,1,-10921639,58469.513,65535,25817,65535,33269153,13425.487,12.190,0.346,2.240
431,ID232835,232835,23,495.749,604.687,354.915,0,8,8,8.500,1,-10921639,64882.699,65535,35548,65535,36918256,3573.515,17.375,0.251,7.278
432,ID231813,231813,27,566.128,408.930,0.000,0,8,8,8.500,1,-10921639,43792.998,61276,0,65535,24918216,27042.578,16.483,0.392,0.912
433,ID232837,232837,25,500.997,631.985,354.561,0,8,8,8.500,1,-10921639,61325.178,65535,29193,65535,34894026,9764.136,16.527,0.245,2.471
434,ID231836,231836,36,403.158,448.318,9.028,0,8,8,8.500,1,-10921639,61952.371,65535,32370,65535,35250899,8261.215,15.584,0.276,3.243
435,ID232866,232866,3,206.516,31.137,369.684,0,8,8,8.500,1,-10921639,32656.877,33363,22639,42300,18581763,4697.917,12.058,0.153,1.848
436,ID232865,232865,34,170.478,0.000,369.585,0,8,8,8.500,1,-10921639,22170.067,29193,0,36739,12614768,13528.111,11.966,0.241,0.637
437,ID231849,231849,39,26.639,708.855,12.900,0,8,8,8.500,1,-10921639,21080.928,29391,0,35151,11995048,12725.240,32.300,0.126,0.370
438,ID232873,232873,35,558.235,101.464,371.666,0,8,8,8.500,1,-10921639,51889.114,65535,25817,65535,29524906,16622.508,11.668,0.284,1.380
439,ID232884,232884,11,538.204,129.845,381.078,0,8,8,8.500,1,-10921639,56921.297,65535,26214,65535,32388218,13432.473,12.186,0.253,1.710
440,ID231868,231868,32,556.968,118.257,21.182,0,8,8,8.500,1,-10921639,56352.042,65535,27405,65535,32064312,14242.530,11.917,0.281,1.735
441,ID232898,232898,11,540.882,127.813,391.962,0,8,8,8.500,1,-10921639,57093.002,65535,25221,65535,32485918,13757.268,12.274,0.264,1.735
442,ID231882,231882,36,505.857,432.234,25.245,0,8,8,8.500,1,-10921639,64769.622,65535,38725,65535,36853915,3793.604,17.394,0.261,7.060
443,ID231890,231890,12,615.932,153.909,34.913,0,8,8,8.500,1,-10921639,64767.540,65535,35349,65535,36852730,3291.335,17.103,0.342,10.030
444,ID232922,232922,43,583.643,249.774,403.788,0,8,8,8.500,1,-10921639,53076.506,65535,27405,65535,30200532,15184.730,11.869,0.298,1.604
445,ID232952,232952,43,555.200,231.501,422.625,0,8,8,8.500,1,-10921639,52810.909,65535,27008,65535,30049407,15487.185,11.912,0.268,1.442
446,ID232959,232959,22,569.137,266.664,425.835,0,8,8,8.500,1,-10921639,53817.121,65535,27008,65535,30621942,15409.784,11.812,0.301,1.614
447,ID232978,232978,20,318.058,175.808,436.778,0,8,8,8.500,1,-10921639,39654.766,41307,24625,48456,22563562,6050.040,12.053,0.222,2.380
448,ID232977,232977,22,483.132,246.668,435.748,0,8,8,8.500,1,-10921639,50289.260,64940,26810,65535,28614589,16541.485,11.606,0.225,1.117
449,ID232992,232992,47,61.724,213.495,450.855,0,8,8,8.500,1,-10921639,19266.845,25420,0,34753,10962835,11837.626,6.795,0.135,0.387
450,ID232047,232047,28,600.746,226.458,85.112,0,8,8,8.500,1,-10921639,58310.768,65535,28994,65535,33178827,12036.058,12.312,0.322,2.360
451,ID232095,232095,40,525.721,328.100,98.622,0,8,8,8.500,1,-10921639,64905.738,65535,38328,65535,36931365,3177.856,17.248,0.272,8.724
452,ID232107,232107,13,558.021,272.467,101.155,0,8,8,8.500,1,-10921639,60884.040,65535,30583,65535,34643019,10094.008,15.451,0.295,2.746
453,ID232124,232124,28,557.232,228.675,108.692,0,8,8,8.500,1,-10921639,56038.276,65535,28994,65535,31885779,14037.484,11.905,0.293,1.810
454,ID232139,232139,9,508.750,300.385,117.424,0,8,8,8.500,1,-10921639,64459.699,65535,38130,65535,36677569,4439.567,17.202,0.258,5.950
455,ID232147,232147,13,572.178,254.883,118.733,0,8,8,8.500,1,-10921639,61704.917,65535,29789,65535,35110098,9230.679,16.195,0.309,3.157
456,ID232154,232154,7,533.768,612.991,118.908,0,8,8,8.500,1,-10921639,63934.425,65535,31973,65535,36378688,5840.181,17.174,0.281,4.796
457,ID232171,232171,16,504.125,523.990,126.974,0,8,8,8.500,1,-10921639,64544.155,65535,32569,65535,36725624,4678.271,17.670,0.257,5.635
458,ID232215,232215,30,538.264,625.699,142.274,0,8,8,8.500,1,-10921639,64950.756,65535,38328,65535,36956980,3028.491,17.118,0.290,9.631
459,ID232219,232219,44,239.017,591.348,144.466,0,8,8,8.500,1,-10921639,37939.631,31179,29789,65535,21587650,12766.952,6.763,0.076,0.422
460,ID232217,232217,37,549.000,544.840,144.165,0,8,8,8.500,1,-10921639,63853.803,65535,31775,65535,36332814,5867.202,16.905,0.291,4.908
461,ID232241,232241,4,282.620,606.945,155.404,0,8,8,8.500,1,-10921639,44726.436,45080,30980,65535,25449342,10936.606,11.211,0.113,0.830
462,ID232267,232267,44,250.808,578.942,160.972,0,8,8,8.500,1,-10921639,37406.998,30583,29391,65535,21284582,12931.631,6.816,0.084,0.449
463,ID232300,232300,4,319.642,594.792,171.203,0,8,8,8.500,1,-10921639,43772.916,45676,29391,62358,24906789,9499.966,11.670,0.159,1.264
464,ID232317,232317,21,612.378,155.389,183.836,0,8,8,8.500,1,-10921639,65138.178,65535,40314,65535,37063623,2595.749,17.146,0.341,12.770
465,ID232325,232325,0,348.492,193.980,185.240,0,8,8,8.500,1,-10921639,44391.671,46470,28001,57790,25258861,7705.042,11.940,0.203,1.941
466,ID232359,232359,42,334.665,226.152,196.032,0,8,8,8.500,1,-10921639,44409.545,45676,28398,55209,25269031,6283.252,12.298,0.204,2.391
467,ID232398,232398,45,581.803,178.553,212.137,0,8,8,8.500,1,-10921639,64545.202,65535,34753,65535,36726220,4538.321,17.227,0.310,6.738
468,ID232439,232439,29,187.759,506.504,221.240,0,8,8,8.500,1,-10921639,37475.494,37931,29193,45080,21323556,3457.651,12.187,0.117,2.271
469,ID232451,232451,24,345.896,144.160,317.951,0,9,9,8.500,1,-10921639,35710.561,28200,25420,65535,20319309,13686.474,7.161,0.156,0.704
470,ID232459,232459,33,546.200,11.217,320.412,0,9,9,8.500,1,-10921639,57784.395,65535,25817,65535,32879321,13625.740,12.141,0.319,2.054
471,ID232475,232475,31,82.593,575.018,323.022,0,9,9,8.500,1,-10921639,31771.779,31973,28001,36342,18078142,1993.245,16.605,0.052,1.577
472,ID232487,232487,10,605.096,84.040,326.315,0,9,9,8.500,1,-10921639,60173.084,65535,26810,65535,34238485,11060.438,15.030,0.328,2.686
473,ID232485,232485,2,582.048,33.027,326.484,0,9,9,8.500,1,-10921639,63062.930,65535,30186,65535,35882807,7733.926,16.552,0.316,3.914
474,ID232544,232544,35,624.256,113.465,350.285,0,9,9,8.500,1,-10921639,56698.250,65535,26412,65535,32261304,14269.796,12.064,0.347,2.048
475,ID232550,232550,10,642.086,76.166,353.508,0,9,9,8.500,1,-10921639,59736.794,65535,26015,65535,33990236,12163.799,16.176,0.358,2.590
476,ID232548,232548,23,518.259,605.424,352.426,0,9,9,8.500,1,-10921639,65510.569,65535,56003,65535,37275514,439.285,17.840,0.268,62.964
477,ID232558,232558,25,530.736,633.416,353.445,0,9,9,8.500,1,-10921639,61890.935,65535,28994,65535,35215942,8958.231,16.701,0.270,2.936
478,ID232591,232591,3,187.148,32.781,368.697,0,9,9,8.500,1,-10921639,32023.757,32569,22639,39520,18221518,4116.733,12.202,0.140,1.916
479,ID232589,232589,34,173.218,0.000,368.295,0,9,9,8.500,1,-10921639,22944.858,30782,0,37534,13055624,13916.772,17.064,0.243,0.644
480,ID232595,232595,35,576.862,100.241,370.017,0,9,9,8.500,1,-10921639,52491.520,65535,25618,65535,29867675,16612.545,11.651,0.308,1.487
481,ID232629,232629,11,539.832,131.662,379.906,0,9,9,8.500,1,-10921639,57703.091,65535,26214,65535,32833059,13055.278,12.342,0.258,1.810
482,ID232657,232657,11,537.978,129.843,391.100,0,9,9,8.500,1,-10921639,57938.678,65535,25420,65535,32967108,13131.633,12.219,0.262,1.831
483,ID232681,232681,43,613.012,255.702,399.125,0,9,9,8.500,1,-10921639,56916.733,65535,28001,65535,32385621,13520.387,12.207,0.329,2.085
484,ID231669,231669,17,574.499,157.380,0.000,0,9,9,8.500,1,-10921639,46030.652,65535,0,65535,26191441,27760.719,17.672,0.393,0.936
485,ID231668,231668,38,497.051,118.680,0.000,0,9,9,8.500,1,-10921639,36465.736,35837,0,65535,20749004,25340.620,11.508,0.338,0.727
486,ID231679,231679,27,542.701,411.510,0.000,0,9,9,8.500,1,-10921639,41018.965,49847,0,65535,23339791,26307.091,12.021,0.372,0.845
487,ID231691,231691,36,416.889,450.609,10.129,0,9,9,8.500,1,-10921639,61769.142,65535,31973,65535,35146642,8656.272,15.384,0.252,2.876
488,ID231696,231696,39,33.560,708.855,12.900,0,9,9,8.500,1,-10921639,21047.153,29193,0,33165,11975830,12709.200,32.300,0.130,0.380
489,ID231703,231703,32,592.006,116.523,20.932,0,9,9,8.500,1,-10921639,57720.910,65535,27207,65535,32843198,12977.162,12.116,0.313,2.121
490,ID231710,231710,36,496.148,432.641,25.270,0,9,9,8.500,1,-10921639,65085.130,65535,43492,65535,37033439,2667.067,17.498,0.254,9.897
491,ID232743,232743,43,615.126,233.660,416.713,0,9,9,8.500,1,-10921639,57170.485,65535,27008,65535,32530006,13315.561,12.235,0.335,2.157
492,ID231722,231722,12,613.821,154.383,35.016,0,9,9,8.500,1,-10921639,65033.156,65535,43690,65535,37003866,2261.584,17.152,0.341,14.631
493,ID232760,232760,22,607.954,267.824,423.319,0,9,9,8.500,1,-10921639,56495.833,65535,27604,65535,32146129,13987.593,12.112,0.328,1.996
494,ID232795,232795,20,336.410,175.674,436.794,0,9,9,8.500,1,-10921639,40967.116,42499,24824,50045,23310289,6074.427,12.234,0.231,2.534
495,ID232799,232799,22,575.101,247.862,437.952,0,9,9,8.500,1,-10921639,53717.981,65535,26611,65535,30565531,15553.137,11.848,0.318,1.666
496,ID231795,231795,28,594.410,227.410,83.157,0,9,9,8.500,1,-10921639,58821.054,65535,28994,65535,33469180,11055.851,12.345,0.318,2.565
497,ID232825,232825,47,86.675,213.495,450.855,0,9,9,8.500,1,-10921639,19939.267,25817,0,36739,11345443,12271.254,6.911,0.153,0.431
498,ID231843,231843,40,518.386,328.644,97.975,0,9,9,8.500,1,-10921639,64891.770,65535,40115,65535,36923417,3336.581,17.264,0.266,8.175
499,ID231848,231848,13,556.122,273.819,99.388,0,9,9,8.500,1,-10921639,60754.554,65535,31179,65535,34569341,10203.257,12.463,0.292,2.691
500,ID231863,231863,28,550.016,229.871,106.012,0,9,9,8.500,1,-10921639,57217.988,65535,29590,65535,32557035,12757.127,12.042,0.282,1.973
501,ID231895,231895,9,502.158,300.589,116.765,0,9,9,8.500,1,-10921639,64546.255,65535,37335,65535,36726819,4215.951,17.141,0.253,6.191
502,ID231893,231893,13,572.383,254.704,116.514,0,9,9,8.500,1,-10921639,62552.327,65535,29987,65535,35592274,8203.739,16.519,0.313,3.632
503,ID231897,231897,7,537.979,615.968,118.319,0,9,9,8.500,1,-10921639,64660.032,65535,39123,65535,36791558,4061.173,17.328,0.282,7.007
504,ID231903,231903,16,504.267,523.842,125.285,0,9,9,8.500,1,-10921639,64386.401,65535,36938,65535,36635862,4814.152,17.364,0.258,5.493
505,ID231966,231966,44,313.746,596.405,143.223,0,9,9,8.500,1,-10921639,43493.281,36144,30384,65535,24747677,12957.289,7.323,0.115,0.691
506,ID231970,231970,30,541.429,630.388,144.102,0,9,9,8.500,1,-10921639,65329.088,65535,41506,65535,37172251,1788.712,17.268,0.289,16.361
507,ID231968,231968,37,541.295,543.988,143.932,0,9,9,8.500,1,-10921639,65082.336,65535,40711,65535,37031849,2555.932,17.176,0.290,11.435
508,ID231997,231997,4,237.347,609.515,154.527,0,9,9,8.500,1,-10921639,44507.239,45676,31377,63550,25324619,9049.950,11.307,0.097,0.871
509,ID232011,232011,44,314.197,580.838,157.671,0,9,9,8.500,1,-10921639,43033.343,43690,29590,60571,24485972,9790.794,11.429,0.145,1.115
510,ID232044,232044,4,288.357,593.599,172.805,0,9,9,8.500,1,-10921639,43597.694,45875,29391,58585,24807088,8367.671,11.824,0.153,1.380
511,ID232087,232087,0,317.421,194.820,185.153,0,9,9,8.500,1,-10921639,43901.007,45080,28200,55209,24979673,6016.894,12.088,0.191,2.340
512,ID232089,232089,21,604.862,155.815,185.963,0,9,9,8.500,1,-10921639,64575.566,65535,38725,65535,36743497,4267.008,16.964,0.335,7.601
513,ID232108,232108,42,322.173,226.436,195.178,0,9,9,8.500,1,-10921639,44173.221,45478,28597,54414,25134563,5719.212,12.193,0.200,2.575
514,ID232165,232165,45,564.382,179.539,211.069,0,9,9,8.500,1,-10921639,64877.462,65535,37931,65535,36915276,3438.524,17.284,0.298,8.659
515,ID232190,232190,29,203.802,507.746,222.108,0,9,9,8.500,1,-10921639,38759.524,39123,29391,47463,22054169,3505.687,12.286,0.130,2.541
516,ID232248,232248,5,113.973,491.002,239.948,0,9,9,8.500,1,-10921639,33948.624,33959,28994,39917,19316767,2321.143,12.123,0.069,1.885
517,ID232276,232276,18,500.918,658.617,248.850,0,9,9,8.500,1,-10921639,63531.311,65535,31377,65535,36149316,6589.283,17.042,0.253,3.888
518,ID232320,232320,26,501.588,674.483,263.694,0,9,9,8.500,1,-10921639,63982.243,65535,31179,65535,36405896,5834.507,17.181,0.252,4.421
519,ID232358,232358,46,546.417,237.780,276.481,0,9,9,8.500,1,-10921639,58565.859,65535,28796,65535,33323974,12803.798,11.983,0.279,1.995
520,ID232381,232381,1,570.767,350.382,285.112,0,9,9,8.500,1,-10921639,64805.216,65535,31377,65535,36874168,3982.726,17.313,0.304,7.588
521,ID232391,232391,8,564.696,318.547,288.816,0,9,9,8.500,1,-10921639,65503.241,65535,55010,65535,37271344,491.433,18.062,0.299,61.329
522,ID232407,232407,14,580.882,52.542,293.185,0,9,9,8.500,1,-10921639,59933.276,65535,25817,65535,34102034,12128.318,12.338,0.303,2.301
523,ID232413,232413,15,605.295,227.167,298.347,0,9,9,8.500,1,-10921639,58488.728,65535,27803,65535,33280086,12612.218,12.270,0.327,2.286
