0,0,0
45.89,59.558,41.16
43.171,47.39,42.605
40.607,52.743,43.37
29.66,73.479,42.286
27.909,48.849,43.548
36.879,61.962,42.729
39.319,61.851,43.824
40.726,70.454,43.833
47.806,72.955,44.449
43.798,64.736,45.008
32.851,74.746,44.684
50.046,48.442,46.145
47.29,30.457,45.055
27.623,59.512,44.849
33.621,48.221,46.426
46.109,55.17,46.031
48.19,54.921,46.321
31.548,70.217,45.727
49.893,42.987,45.748
55.885,46.778,46.052
34.038,58.086,47.118
49.412,61.74,46.748
33.318,62.547,46.933
51.314,68.651,46.062
39.501,39.796,47.178
38.724,43.899,47.272
55.273,56.628,47.444
54.355,58.589,47.587
36.297,52.909,48.01
33.089,66.901,47.098
37.293,73.55,47.663
39.496,48.504,48.401
61.218,54.908,47.917
38.828,67.231,48.607
44.046,42.962,48.913
37.802,61.119,49.287
39.723,55.732,49.76
43.761,49.985,49.848
43.053,61.777,50.225
48.64,45.346,50.366
62.665,36.612,48.549
42.869,76.724,49.589
58.391,33.917,48.806
48.027,39.817,49.529
44.466,68.469,50.427
40.082,71.725,49.799
53.357,41.348,50.171
56.644,37.102,49.73
44.87,73.441,50.37
49.59,50.144,52.423
44.209,56.475,51.598
51.332,75.425,51.46
50.75,71.303,51.657
62.222,40.211,50.817
48.992,57.414,52.615
49.603,61.652,53.096
57.334,42.416,52.003
58.874,47.001,51.59
53.036,46.972,52.665
66.43,45.412,51.925
48.833,66.413,52.678
57.965,76.044,52.346
62.596,44.198,52.644
48.967,53.114,53.222
55.416,51.869,53.274
59.645,53.098,53.479
57.773,58.563,53.829
54.407,63.264,53.782
70.824,49.178,52.16
55.781,67.404,54.177
58.131,71.286,53.576
53.824,57.871,54.328
60.882,62.282,54.246
63.183,48.991,53.663
68.203,51.772,53.579
69.878,58.068,53.402
62.796,66.361,54.461
67.225,60.339,54.889
