,points_in_feature,sphere_x_abs,sphere_y_abs,sphere_z_abs,sphere_radius,sphere_res_var,sphere_volume,sphere_x_rel,sphere_y_rel,sphere_z_resl,sphere_R,sphere_angle_raw,para_p1,para_p2,para_p3,para_p4,para_p5,para_alpha,para_beta,para_gamma,para_apex_x,para_apex_y,para_apex_z
0,165428.0,-127.984284148,237.998793131,294.358171799,232.945204753,19.671251357,52948045.5359,0.0,0.0,0.0,0.0,0.0,-0.00252553437959,-0.00293333214572,1.83676484342,-0.779258041464,-249.223219634,-1.54361685715,1.22693683974,-158.78337688,106.455722956,260.51554256,298.839218477
1,81779.0,-118.169631508,416.885122651,185.566354502,225.189292504,111.214370598,47833462.454,9.81465263923,178.88632952,-108.791817297,209.600347821,121.306365791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
