,points_in_feature,sphere_x_abs,sphere_y_abs,sphere_z_abs,sphere_radius,sphere_res_var,sphere_volume,sphere_x_rel,sphere_y_rel,sphere_z_resl,sphere_R,sphere_angle_raw,para_p1,para_p2,para_p3,para_p4,para_p5,para_alpha,para_beta,para_gamma,para_apex_x,para_apex_y,para_apex_z
0,102296.0,-77.8887521612,304.202552472,252.250381814,160.561188838,39.9080358175,17338452.5667,0.0,0.0,0.0,0.0,0.0,0.00507802346189,0.00350006854758,-3.61824083347,-0.894532072754,683.597202454,1.13179355568,0.920421088029,130.754737611,80.7734952355,305.680668154,208.845000197
1,34395.0,-69.8388034902,128.708154681,115.026334585,98.0399894705,28.4362552646,3947284.02621,8.04994867104,-175.494397791,-137.224047229,222.920444256,231.977139557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
