,points_in_feature,sphere_x_abs,sphere_y_abs,sphere_z_abs,sphere_radius,sphere_res_var,sphere_volume,sphere_x_rel,sphere_y_rel,sphere_z_resl,sphere_R,sphere_angle_raw,para_p1,para_p2,para_p3,para_p4,para_p5,para_alpha,para_beta,para_gamma,para_apex_x,para_apex_y,para_apex_z
0,152548.0,-121.51759449,260.727074265,258.65766196,218.119669973,6.3154835591,43468344.9696,0.0,0.0,0.0,0.0,0.0,0.00273545061938,0.00308057620511,-0.0303763046617,2.33198590855,303.288606364,-1.47076069591,-2.36766965657,64.4026123551,99.6211290752,276.843309773,275.323347538
1,21134.0,-137.430084345,154.708213163,166.943760838,175.059638007,1.29372667345,22472256.7211,-15.9124898544,-106.018861102,-91.7139011219,141.083825798,229.137849503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
