,points_in_feature,sphere_x_abs,sphere_y_abs,sphere_z_abs,sphere_radius,sphere_res_var,sphere_volume,sphere_x_rel,sphere_y_rel,sphere_z_resl,sphere_R,sphere_angle_raw,para_p1,para_p2,para_p3,para_p4,para_p5,para_alpha,para_beta,para_gamma,para_apex_x,para_apex_y,para_apex_z
0,142691.0,-90.0468280358,301.572440393,269.138870037,187.653415698,32.1852536902,27679486.6326,0.0,0.0,0.0,0.0,0.0,0.00463012914162,0.00316606749379,3.44873573428,0.278891148727,640.705497656,-1.28285793535,-0.789648411053,83.6149462164,99.3802754408,276.475298417,233.199813581
1,44173.0,-139.63340399,109.434149464,130.736610278,172.447517387,34.1729087281,21481245.0199,-49.5865759539,-192.138290929,-138.40225976,241.932091428,234.233802815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
