,points_in_feature,sphere_x_abs,sphere_y_abs,sphere_z_abs,sphere_radius,sphere_res_var,sphere_volume,sphere_x_rel,sphere_y_rel,sphere_z_resl,sphere_R,sphere_angle_raw,para_p1,para_p2,para_p3,para_p4,para_p5,para_alpha,para_beta,para_gamma,para_apex_x,para_apex_y,para_apex_z
0,139586.0,-118.28612677,225.952441589,294.020921263,215.150154279,22.7175012555,41717050.4702,0.0,0.0,0.0,0.0,0.0,0.00238094288106,0.00295441965192,0.0507001423938,-2.26744775179,291.042000243,-1.71686095932,0.630031967896,-80.0724649292,96.1608215261,241.163063116,317.456985652
1,58875.0,-71.7505092887,390.983117347,215.058581243,157.847394183,32.4890259915,16474068.2002,46.535617481,165.030675757,-78.9623400193,188.774306452,115.569747927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
