Cell id	x	y	z	Boa volume	Mean cell intensity
0	15.631318	12.591895	3.1310735	0.85828626	60.620678
1	14.714666	13.84626	2.9353814	0.035679687	5.493623
2	14.569932	11.33753	3.0658429	0.055872872	4.269025
3	14.811156	14.376953	3.3267655	0.119337164	8.545796
4	14.859401	12.64014	3.848611	0.48828033	59.666523
5	16.740948	13.460301	4.1747646	0.79315186	58.42292
6	16.017277	10.855082	3.7833805	0.060579553	10.150366
7	16.885683	11.868223	4.2399955	0.49055773	71.920105
8	18.477762	12.833118	4.2399955	0.10430615	7.213959
9	15.631318	9.890185	4.109534	0.069233775	8.019731
10	15.341849	11.675243	4.6313796	0.4630768	50.86732
11	15.1488695	15.486584	4.2399955	0.05693567	5.456005
12	16.16201	12.109447	4.5661488	0.49222785	71.06687
13	17.512865	14.473442	4.6966105	0.29014418	20.803566
14	15.004135	10.855082	4.761841	0.4236014	42.26456
15	15.486584	13.508546	4.8923025	0.5373209	89.536705
16	14.376953	13.84626	5.0879946	0.47082004	39.101063
17	15.390094	14.473442	4.6313796	0.14514801	11.992621
18	14.473442	14.762911	4.8923025	0.27344304	41.09479
19	15.004135	12.7366295	5.2836866	0.6481557	73.57903
20	17.416376	11.868223	5.414148	0.7052432	49.860836
21	17.609354	13.122588	5.218456	0.46125484	57.396885
22	13.412057	12.7366295	4.8923025	0.05769481	6.4789443
23	16.499723	15.245359	5.0879946	0.09838484	9.532391
24	18.86372	13.556791	5.414148	0.30745262	78.461174
25	18.86372	12.254181	5.544609	0.46778348	88.40334
26	18.477762	14.376953	5.4793787	0.321269	85.291084
27	16.210255	14.473442	5.740301	0.39186925	28.755508
28	18.188293	15.293604	5.348917	0.13345721	21.044289
29	17.898823	16.065521	5.218456	0.11827437	17.432575
30	16.596214	13.026098	5.870763	0.6255332	89.324776
31	16.499723	11.819978	5.805532	0.20770133	69.6521
32	15.920787	11.868223	6.066455	0.6669824	81.56618
33	18.622496	11.096306	5.675071	0.048129622	6.4605713
34	18.188293	12.7366295	6.1316857	0.3724352	106.41171
35	17.416376	15.293604	6.196916	0.49693453	79.6728
36	17.705845	13.798015	6.457839	0.62158567	132.57266
37	15.390094	13.026098	6.5883	0.7465405	91.022194
38	14.811156	14.135729	6.327378	0.5778591	67.26381
39	17.75409	11.675243	6.5883	0.388529	127.09829
40	14.907645	11.530509	6.327378	0.09458913	11.410901
41	14.232219	11.14455	6.392608	0.106431745	15.820215
42	15.776052	13.556791	6.653531	0.23730788	85.24333
43	16.789192	10.2279	6.5883	0.33159333	57.74104
44	14.183973	13.219077	6.52307	0.26797724	31.83088
45	17.368132	10.999816	6.653531	0.23548594	65.48765
46	13.798015	12.447161	6.5883	0.24398832	25.638226
47	17.223396	12.495405	6.914454	0.5295777	140.98103
48	15.969031	15.438338	6.914454	0.3739535	91.79666
49	16.451479	13.556791	7.371069	0.6669824	148.73323
50	16.54797	14.666422	7.044915	0.3526975	100.63882
51	16.113766	11.33753	7.2406073	0.64010876	127.794785
52	14.907645	9.6972065	6.979685	0.15031017	24.151392
53	15.583073	10.13141	6.914454	0.1381639	21.95376
54	15.197115	16.16201	6.783993	0.06498258	5.5981336
55	16.258501	12.64014	7.566761	0.4914687	140.72649
56	15.583073	14.473442	7.6319914	0.6079211	92.66905
57	14.183973	15.776052	7.2406073	0.040993683	6.766672
58	14.907645	10.903327	7.50153	0.32521656	29.995474
59	15.293604	12.157692	7.697222	0.47051638	103.62556
60	12.688384	14.714666	7.566761	0.13148344	12.459533
61	15.197115	13.3638115	7.958145	0.49906012	121.76107
62	14.280463	14.473442	7.762453	0.23290485	38.639175
63	13.460301	15.004135	7.697222	0.11432683	18.597551
64	14.232219	12.784874	8.0233755	0.3479908	92.0087
65	13.267323	13.556791	7.8276834	0.22258052	31.21665
66	13.990994	11.530509	7.8929143	0.037957113	8.655999
