plant t id age layer
1 40 1078 16 L1
1 40 983 16 L1
1 40 1059 12 L1
1 40 827 4 L2
1 40 978 12 L1
1 40 979 20 L2
1 40 1076 20 L1
1 40 1035 24 L1
1 40 1036 8 L2
1 40 1051 8 L2
1 40 1126 16 L1
1 40 1096 12 L1
1 40 1094 12 L1
1 40 1152 8 L1
1 40 1140 20 L1
1 40 1119 16 L1
1 40 1181 12 L1
1 40 1157 16 L1
1 40 1148 16 L1
1 40 1170 12 L1
1 44 98 16 L3+
1 44 108 8 L3+
1 44 48 8 L3+
1 44 113 NA L3+
1 44 76 12 L3+
1 44 235 20 L3+
1 44 118 36 L1
1 44 50 0 L3+
1 44 300 16 L3+
1 44 292 12 L3+
1 44 52 4 L3+
1 44 142 44 L1
1 44 289 24 L1
1 44 37 8 L3+
1 44 369 16 L2
1 44 268 0 L3+
1 44 303 16 L2
1 44 58 20 L3+
1 44 277 12 L2
1 44 259 16 L3+
1 44 348 16 L3+
1 44 96 44 L3+
1 44 151 12 L3+
1 44 272 16 L3+
1 44 252 8 L3+
1 44 449 12 L2
1 44 169 44 L1
1 44 72 44 L3+
1 44 287 4 L3+
1 44 278 20 L3+
1 44 80 0 L3+
1 44 341 0 L3+
1 44 74 8 L3+
1 44 444 8 L2
1 44 479 8 L3+
1 44 331 20 L3+
1 44 372 8 L3+
1 44 461 12 L3+
1 44 354 8 L3+
1 44 265 NA L1
1 44 476 12 L2
1 44 103 0 L3+
1 44 451 12 L3+
1 44 594 36 L1
1 44 531 8 L2
1 44 221 12 L3+
1 44 74 8 L3+
1 44 306 8 L3+
1 44 607 16 L2
1 44 424 20 L3+
1 44 547 4 L3+
1 44 485 12 L3+
1 44 572 8 L2
1 44 471 12 L2
1 44 564 8 L3+
1 44 450 8 L2
1 44 589 16 L2
1 44 616 4 L3+
1 44 492 16 L3+
1 44 527 4 L3+
1 44 281 16 L3+
1 44 66 44 L3+
1 44 406 4 L3+
1 44 570 12 L3+
1 44 358 4 L3+
1 44 513 4 L3+
1 44 612 0 L3+
1 44 543 4 L3+
1 44 98 16 L3+
1 44 626 16 L2
1 44 608 12 L3+
1 44 597 12 L2
1 44 601 4 L3+
1 44 744 20 L1
1 44 745 8 L3+
1 44 521 12 L1
1 44 726 8 L3+
1 44 725 8 L2
1 44 621 8 L3+
1 44 605 4 L3+
1 44 838 16 L1
1 44 817 8 L2
1 44 647 12 L3+
1 44 782 4 L3+
1 44 617 8 L3+
1 44 734 4 L3+
1 44 896 12 L1
1 44 670 12 L1
1 44 666 4 L3+
1 44 783 8 L2
1 44 569 16 L3+
1 44 751 20 L2
1 44 721 16 L3+
1 44 897 8 L2
1 44 598 8 L3+
1 44 842 24 L1
1 44 454 4 L3+
1 44 800 12 L3+
1 44 818 16 L3+
1 44 812 12 L3+
1 44 730 8 L2
1 44 836 8 L2
1 44 855 8 L3+
1 44 843 8 L3+
1 44 807 8 L2
1 44 761 12 L3+
1 44 890 12 L2
1 44 742 8 L2
1 44 929 12 L3+
1 44 950 20 L1
1 44 934 8 L2
1 44 898 4 L3+
1 44 899 0 L2
1 44 869 8 L3+
1 44 926 4 L3+
1 44 919 12 L1
1 44 802 16 L1
1 44 983 16 L1
1 44 987 8 L2
1 44 927 12 L3+
1 44 1007 12 L1
1 44 889 16 L2
1 44 933 8 L3+
1 44 861 12 L3+
1 44 872 16 L3+
1 44 1032 8 L2
1 44 942 12 L2
1 44 1063 8 L1
1 44 804 12 L3+
1 44 891 12 L2
1 44 1033 8 L2
1 44 1018 12 L2
1 44 886 8 L3+
1 44 1002 20 L1
1 44 1021 12 L2
1 44 1041 16 L2
1 44 1074 12 L3+
1 44 905 12 L2
1 44 961 4 L3+
1 44 1118 12 L1
1 44 1117 32 L1
1 44 1064 8 L3+
1 44 1049 12 L2
1 44 903 8 L3+
1 44 1097 16 L1
1 44 1154 24 L1
1 44 1104 8 L2
1 44 1038 16 L2
1 44 1060 24 L1
1 44 1132 16 L2
1 44 1152 20 L1
1 44 980 8 L2
1 44 1044 8 L2
1 44 1091 12 L2
1 44 1071 8 L2
1 44 966 20 L2
1 44 1138 16 L2
1 44 1249 20 L1
1 44 1054 12 L1
1 44 899 0 L2
1 44 1210 16 L1
1 44 1172 8 L2
1 44 1202 16 L1
1 44 1140 8 L2
1 44 1204 8 L1
1 44 1026 12 L2
1 44 1114 8 L2
1 44 1188 16 L2
1 44 1185 8 L2
1 44 1137 12 L2
1 44 1195 16 L2
1 44 1259 16 L1
1 44 1198 16 L1
1 44 1229 32 L1
1 44 1166 20 L2
1 44 1028 12 L1
1 44 1290 16 L1
1 44 1175 12 L1
1 44 1252 12 L1
1 44 1272 16 L1
1 44 1299 16 L1
1 44 1277 12 L1
1 44 1276 12 L1
1 44 1260 12 L1
1 44 1153 12 L1
1 44 1280 20 L1
1 44 1285 8 L1
1 44 1314 16 L1
1 44 1311 12 L1
1 44 1340 12 L1
1 44 1318 8 L1
1 44 1268 8 L1
1 44 1347 12 L1
1 44 1352 12 L1
1 44 1344 24 L1
1 48 783 8 L2
1 48 850 8 L2
1 48 790 4 L3+
1 48 802 8 L3+
1 48 793 8 L3+
1 48 588 20 L3+
1 48 640 48 L3+
1 48 770 8 L3+
1 48 241 48 L3+
1 48 772 12 L2
1 48 720 4 L3+
1 48 809 16 L3+
1 48 702 4 L3+
1 48 785 4 L3+
1 48 825 8 L3+
1 48 755 4 L2
1 48 800 28 L1
1 48 833 12 L3+
1 48 884 12 L2
1 48 892 20 L1
1 48 875 12 L1
1 48 940 8 L2
1 48 766 8 L3+
1 48 815 4 L3+
1 48 868 4 L3+
1 48 862 8 L3+
1 48 839 16 L2
1 48 910 8 L3+
1 48 968 12 L3+
1 48 1095 0 L2
1 48 711 8 L3+
1 48 1096 16 L1
1 48 926 8 L3+
1 48 911 12 L3+
1 48 906 8 L3+
1 48 929 20 L1
1 48 930 12 L3+
1 48 1093 12 L3+
1 48 1057 12 L3+
1 48 1045 8 L2
1 48 1094 8 L3+
1 48 1051 16 L1
1 48 913 20 L2
1 48 1111 8 L2
1 48 1145 20 L1
1 48 1152 8 L2
1 48 983 12 L2
1 48 1193 12 L1
1 48 1197 8 L2
1 48 1143 8 L3+
1 48 1117 12 L3+
1 48 1063 4 L3+
1 48 1026 4 L3+
1 48 1182 8 L3+
1 48 1089 4 L3+
1 48 1138 8 L2
1 48 1212 20 L1
1 48 1163 12 L3+
1 48 1103 8 L3+
1 48 1186 8 L3+
1 48 1297 12 L1
1 48 1244 8 L2
1 48 1210 8 L3+
1 48 1221 12 L2
1 48 1245 28 L1
1 48 1206 4 L2
1 48 1359 16 L1
1 48 1286 20 L1
1 48 1230 20 L1
1 48 1281 4 L2
1 48 1253 4 L3+
1 48 1378 8 L1
1 48 1365 12 L1
1 48 1289 4 L3+
1 48 1304 16 L3+
1 48 1351 8 L2
1 48 1460 24 L1
1 48 1312 4 L2
1 48 1443 16 L1
1 48 1433 12 L2
1 48 1396 20 L1
1 48 1311 16 L2
1 48 1464 8 L2
1 48 1485 12 L2
1 48 1514 24 L1
1 48 1438 8 L2
1 48 1499 12 L1
1 48 1475 8 L2
1 48 1483 20 L1
1 48 1353 12 L2
1 48 1489 8 L1
1 48 1447 20 L2
1 48 1502 8 L1
1 48 1482 12 L1
1 48 1510 8 L2
1 48 1521 12 L2
1 48 1408 8 L2
1 48 1528 8 L1
1 48 1535 24 L1
1 48 1426 4 L2
1 48 1566 8 L1
1 48 1595 12 L1
1 48 1588 16 L1
1 48 1537 12 L1
1 48 1599 8 L1
1 48 1614 16 L1
1 48 1625 20 L1
1 48 1605 20 L1
1 48 1607 20 L1
1 48 1596 20 L1
1 48 1622 16 L1
1 48 1548 16 L1
1 48 1655 12 L1
1 48 1647 12 L1
1 48 1656 16 L1
1 48 1632 8 L1
1 48 1675 12 L1
1 48 1670 16 L1
1 48 1687 16 L1
1 48 1690 12 L1
1 52 37 4 L2
1 52 42 4 L3+
1 52 97 16 L1
1 52 144 12 L3+
1 52 176 28 L3+
1 52 34 8 L2
1 52 118 8 L3+
1 52 89 16 L2
1 52 37 4 L2
1 52 93 8 L3+
1 52 49 4 L3+
1 52 269 16 L3+
1 52 264 12 L1
1 52 30 12 L3+
1 52 36 12 L3+
1 52 52 36 L1
1 52 188 8 L3+
1 52 334 8 L2
1 52 96 8 L3+
1 52 78 4 L3+
1 52 303 8 L2
1 52 311 12 L3+
1 52 252 12 L2
1 52 88 8 L2
1 52 107 4 L3+
1 52 284 12 L3+
1 52 253 12 L3+
1 52 245 8 L3+
1 52 322 12 L3+
1 52 276 8 L3+
1 52 215 52 L3+
1 52 334 8 L2
1 52 131 4 L3+
1 52 170 16 L2
1 52 86 4 L3+
1 52 244 4 L3+
1 52 254 8 L3+
1 52 285 24 L2
1 52 385 12 L2
1 52 310 16 L3+
1 52 247 12 L3+
1 52 43 12 L2
1 52 446 4 L2
1 52 289 4 L3+
1 52 422 20 L3+
1 52 41 8 L2
1 52 441 0 L2
1 52 446 4 L2
1 52 306 8 L3+
1 52 249 52 L3+
1 52 406 4 L3+
1 52 351 8 L3+
1 52 59 32 L3+
1 52 283 24 L3+
1 52 322 12 L3+
1 52 440 8 L2
1 52 86 4 L3+
1 52 460 12 L2
1 52 479 8 L3+
1 52 365 24 L3+
1 52 472 8 L3+
1 52 33 8 L2
1 52 93 8 L3+
1 52 437 8 L3+
1 52 88 8 L2
1 52 93 8 L3+
1 52 410 8 L3+
1 52 405 12 L3+
1 52 501 12 L3+
1 52 492 8 L2
1 52 461 4 L3+
1 52 545 8 L3+
1 52 474 8 L3+
1 52 584 12 L1
1 52 618 16 L1
1 52 642 24 L1
1 52 417 8 L3+
1 52 447 4 L3+
1 52 502 16 L3+
1 52 365 24 L3+
1 52 554 4 L3+
1 52 500 8 L3+
1 52 513 12 L3+
1 52 753 4 L2
1 52 571 4 L2
1 52 693 12 L2
1 52 629 4 L2
1 52 691 8 L2
1 52 609 8 L2
1 52 446 4 L2
1 52 684 8 L2
1 52 731 16 L1
1 52 566 8 L3+
1 52 755 16 L2
1 52 681 16 L3+
1 52 647 4 L2
1 52 585 4 L3+
1 52 607 8 L3+
1 52 662 20 L3+
1 52 727 8 L2
1 52 787 12 L1
1 52 748 8 L3+
1 52 792 8 L2
1 52 692 8 L3+
1 52 785 8 L2
1 52 760 8 L2
1 52 711 12 L3+
1 52 724 12 L2
1 52 917 16 L1
1 52 799 4 L3+
1 52 733 20 L3+
1 52 813 8 L2
1 52 908 12 L2
1 52 869 4 L2
1 52 890 28 L1
1 52 881 12 L2
1 52 829 12 L2
1 52 817 8 L2
1 52 973 20 L1
1 52 994 24 L1
1 52 897 4 L1
1 52 1006 12 L1
1 52 964 12 L2
1 52 987 12 L2
1 52 1025 28 L1
1 52 958 4 L2
1 52 999 12 L1
1 52 1015 20 L2
1 52 1037 16 L1
1 52 1033 12 L1
1 52 1072 16 L1
1 52 1029 12 L1
1 52 1096 20 L1
1 52 1082 8 L1
1 52 1095 8 L1
1 52 1106 12 L1
1 52 1107 12 L1
1 52 1120 12 L1
1 52 1086 12 L1
1 56 30 8 L3+
1 56 33 16 L3+
1 56 162 NA L3+
1 56 174 16 L3+
1 56 298 12 L1
1 56 228 20 L3+
1 56 159 12 L2
1 56 182 8 L3+
1 56 284 20 L2
1 56 197 8 L3+
1 56 121 4 L3+
1 56 81 8 L3+
1 56 246 12 L2
1 56 66 8 L3+
1 56 310 8 L3+
1 56 341 0 L3+
1 56 233 8 L3+
1 56 295 0 L3+
1 56 279 4 L3+
1 56 361 8 L3+
1 56 248 56 L1
1 56 403 NA L3+
1 56 354 0 L3+
1 56 320 16 L3+
1 56 384 16 L1
1 56 544 12 L1
1 56 559 12 L1
1 56 489 16 L1
1 56 517 0 L3+
1 56 407 12 L3+
1 56 378 0 L3+
1 56 385 28 L3+
1 56 564 8 L3+
1 56 432 20 L3+
1 56 462 8 L3+
1 56 527 8 L3+
1 56 576 8 L3+
1 56 496 8 L3+
1 56 610 20 L1
1 56 523 12 L3+
1 56 682 12 L2
1 56 629 8 L3+
1 56 698 12 L2
1 56 580 8 L3+
1 56 609 16 L3+
1 56 627 8 L3+
1 56 666 16 L2
1 56 790 16 L1
1 56 78 0 L3+
1 56 635 8 L3+
1 56 733 NA L3+
1 56 735 12 L3+
1 56 812 16 L1
1 56 699 8 L3+
1 56 728 12 L3+
1 56 628 8 L3+
1 56 604 16 L3+
1 56 820 NA L3+
1 56 736 8 L2
1 56 801 8 L2
1 56 613 20 L3+
1 56 643 16 L2
1 56 831 20 L1
1 56 854 12 L1
1 56 864 12 L1
1 56 821 0 L2
1 56 839 8 L3+
1 56 761 12 L2
1 56 696 24 L2
1 56 892 12 L2
1 56 785 24 L2
1 56 858 16 L1
1 56 869 12 L2
1 56 667 NA L2
1 56 851 12 L2
1 56 807 4 L3+
1 56 861 8 L2
1 56 856 16 L3+
1 56 828 8 L3+
1 56 900 8 L3+
1 56 961 12 L2
1 56 874 8 L2
1 56 954 8 L3+
1 56 922 8 L2
1 56 934 8 L3+
1 56 880 56 L3+
1 56 888 8 L3+
1 56 980 8 L2
1 56 1029 12 L2
1 56 996 12 L1
1 56 908 20 L2
1 56 972 8 L2
1 56 957 24 L1
1 56 946 24 L2
1 56 1061 16 L1
1 56 1068 20 L1
1 56 1024 8 L2
1 56 1006 8 L1
1 56 1080 4 L2
1 56 1137 28 L1
1 56 1104 12 L2
1 56 1129 12 L2
1 56 1122 12 L2
1 56 1138 16 L1
1 56 1123 12 L2
1 56 1131 12 L1
1 56 1117 8 L2
1 56 1106 16 L1
1 56 1047 12 L1
1 56 1164 16 L1
1 56 1143 16 L1
1 56 1028 24 L2
1 56 1086 8 L2
1 56 1064 8 L2
1 56 1063 12 L2
1 56 1209 36 L1
1 56 1195 16 L1
1 56 1228 12 L1
1 56 1112 8 L1
1 56 1217 12 L1
1 56 1236 16 L1
1 56 1232 16 L1
1 56 1186 8 L1
1 56 1145 20 L1
1 56 1176 8 L1
1 56 1201 4 L1
1 56 1206 8 L1
1 56 1188 8 L1
1 56 1256 20 L1
1 60 320 0 L3+
1 60 67 16 L3+
1 60 295 36 L2
1 60 124 32 L2
1 60 164 20 L1
1 60 289 16 L3+
1 60 337 NA L3+
1 60 297 24 L2
1 60 226 20 L3+
1 60 329 4 L3+
1 60 264 4 L2
1 60 402 4 L3+
1 60 445 8 L2
1 60 111 60 L3+
1 60 314 12 L3+
1 60 409 12 L2
1 60 508 8 L3+
1 60 524 16 L3+
1 60 472 28 L1
1 60 353 60 L3+
1 60 483 16 L2
1 60 111 60 L3+
1 60 514 4 L3+
1 60 475 60 L3+
1 60 587 8 L2
1 60 469 4 L3+
1 60 564 4 L3+
1 60 519 4 L3+
1 60 592 12 L3+
1 60 67 16 L3+
1 60 645 12 L3+
1 60 743 16 L2
1 60 575 8 L3+
1 60 709 4 L3+
1 60 712 24 L3+
1 60 703 4 L3+
1 60 768 8 L3+
1 60 719 12 L3+
1 60 737 12 L3+
1 60 781 4 L3+
1 60 661 8 L3+
1 60 693 12 L2
1 60 761 24 L2
1 60 778 8 L3+
1 60 806 12 L2
1 60 774 12 L3+
1 60 815 24 L2
1 60 870 16 L2
1 60 766 12 L3+
1 60 789 8 L3+
1 60 879 8 L3+
1 60 895 16 L2
1 60 885 20 L1
1 60 875 12 L3+
1 60 883 12 L1
1 60 907 12 L3+
1 60 920 16 L1
1 60 943 20 L2
1 60 881 16 L2
1 60 950 16 L2
1 60 941 16 L2
1 60 898 28 L3+
1 60 783 16 L3+
1 60 1004 20 L2
1 60 834 60 L3+
1 60 967 12 L1
1 60 978 16 L2
1 60 917 8 L2
1 60 1058 8 L3+
1 60 1110 8 L2
1 60 999 8 L2
1 60 989 4 L2
1 60 1055 16 L1
1 60 979 4 L3+
1 60 1096 12 L2
1 60 1083 12 L3+
1 60 1006 20 L2
1 60 1064 20 L1
1 60 1148 20 L2
1 60 1135 20 L1
1 60 1082 12 L2
1 60 1160 8 L3+
1 60 1078 24 L2
1 60 1061 12 L2
1 60 1194 20 L1
1 60 1150 20 L2
1 60 1238 20 L1
1 60 1223 20 L1
1 60 1237 16 L2
1 60 1196 28 L1
1 60 1241 12 L1
1 60 1206 16 L2
1 60 1247 4 L1
1 60 1225 16 L1
1 60 1260 12 L1
1 60 1274 12 L2
1 60 1292 24 L1
1 60 1300 24 L1
1 60 1296 12 L1
1 60 1302 12 L1
1 60 1316 16 L1
1 60 1330 12 L1
1 60 1320 16 L1
1 60 1336 8 L1
1 60 1327 8 L1
1 60 1287 8 L1
1 60 1323 12 L1
1 60 1333 8 L1
1 60 1304 8 L1
1 64 41 0 L2
1 64 132 8 L3+
1 64 172 48 L2
1 64 204 12 L3+
1 64 99 20 L3+
1 64 197 4 L3+
1 64 196 64 L3+
1 64 130 12 L3+
1 64 46 24 L3+
1 64 197 4 L3+
1 64 145 12 L3+
1 64 287 16 L2
1 64 97 4 L3+
1 64 25 8 L3+
1 64 33 12 L3+
1 64 69 16 L3+
1 64 126 16 L3+
1 64 20 12 L2
1 64 252 64 L2
1 64 294 24 L2
1 64 247 24 L3+
1 64 22 12 L2
1 64 284 16 L3+
1 64 77 8 L3+
1 64 91 8 L3+
1 64 261 8 L3+
1 64 252 64 L2
1 64 233 0 L3+
1 64 313 20 L1
1 64 242 12 L3+
1 64 88 16 L3+
1 64 363 4 L3+
1 64 153 8 L3+
1 64 347 12 L2
1 64 251 8 L2
1 64 414 12 L2
1 64 400 12 L3+
1 64 75 8 L3+
1 64 353 8 L2
1 64 369 12 L3+
1 64 267 64 L2
1 64 348 8 L3+
1 64 424 8 L3+
1 64 163 24 L2
1 64 436 12 L3+
1 64 453 8 L2
1 64 490 12 L2
1 64 417 12 L3+
1 64 410 12 L3+
1 64 283 8 L3+
1 64 349 16 L3+
1 64 460 40 L1
1 64 440 0 L3+
1 64 540 12 L1
1 64 322 4 L3+
1 64 544 20 L1
1 64 462 12 L2
1 64 386 8 L3+
1 64 432 8 L3+
1 64 548 28 L3+
1 64 562 12 L3+
1 64 530 16 L1
1 64 564 16 L2
1 64 538 8 L2
1 64 450 8 L3+
1 64 620 24 L2
1 64 551 8 L3+
1 64 621 12 L2
1 64 644 12 L1
1 64 456 8 L2
1 64 651 16 L1
1 64 267 64 L2
1 64 520 8 L3+
1 64 589 8 L3+
1 64 525 8 L3+
1 64 513 8 L3+
1 64 662 12 L3+
1 64 546 12 L3+
1 64 723 4 L3+
1 64 509 12 L3+
1 64 456 8 L2
1 64 667 12 L3+
1 64 655 24 L2
1 64 562 12 L3+
1 64 715 24 L1
1 64 750 20 L1
1 64 762 20 L2
1 64 747 24 L2
1 64 673 8 L3+
1 64 668 8 L3+
1 64 558 64 L2
1 64 761 16 L3+
1 64 787 16 L2
1 64 831 16 L1
1 64 688 8 L3+
1 64 777 12 L2
1 64 791 8 L3+
1 64 815 40 L1
1 64 817 16 L1
1 64 824 20 L1
1 64 876 12 L2
1 64 839 12 L3+
1 64 895 8 L3+
1 64 849 8 L2
1 64 840 8 L3+
1 64 926 12 L1
1 64 838 28 L1
1 64 908 12 L2
1 64 941 20 L2
1 64 936 8 L2
1 64 929 8 L1
1 64 937 12 L3+
1 64 962 12 L1
1 64 987 16 L1
1 64 885 12 L2
1 64 864 8 L3+
1 64 992 20 L1
1 64 896 8 L2
1 64 974 12 L2
1 64 909 8 L2
1 64 1002 16 L1
1 64 988 12 L2
1 64 998 12 L2
1 64 954 4 L3+
1 64 1028 12 L2
1 64 1034 16 L1
1 64 953 16 L2
1 64 1036 24 L1
1 64 1042 16 L1
1 64 1056 16 L1
1 64 1025 16 L1
1 64 1061 12 L2
1 64 976 4 L2
1 64 1008 12 L1
1 64 1078 16 L1
1 64 984 20 L2
1 64 1116 8 L2
1 64 1110 24 L1
1 64 983 12 L2
1 64 1065 4 L1
1 64 1117 12 L1
1 64 1136 12 L1
1 64 1052 12 L1
1 64 1073 4 L1
1 64 1104 20 L1
1 64 1059 8 L2
1 64 1098 12 L1
1 64 1053 20 L2
1 64 1058 4 L1
1 64 1145 16 L1
1 64 1181 36 L1
1 64 1180 20 L1
1 64 1099 8 L2
1 64 1199 20 L1
1 64 1200 16 L1
1 64 1100 12 L1
1 64 1169 4 L1
1 64 1225 12 L1
1 64 1151 8 L1
1 64 1194 8 L1
1 64 1206 12 L1
1 64 1196 12 L1
1 64 1215 12 L1
1 68 92 4 L3+
1 68 171 12 L2
1 68 269 8 L3+
1 68 183 36 L1
1 68 325 12 L3+
1 68 202 16 L3+
1 68 232 36 L3+
1 68 329 12 L3+
1 68 366 8 L3+
1 68 310 12 L3+
1 68 375 4 L3+
1 68 406 8 L3+
1 68 361 20 L3+
1 68 387 16 L3+
1 68 351 12 L2
1 68 140 24 L2
1 68 436 20 L1
1 68 505 8 L3+
1 68 382 NA L3+
1 68 486 0 L3+
1 68 358 0 L3+
1 68 500 24 L3+
1 68 393 20 L2
1 68 477 0 L3+
1 68 466 12 L2
1 68 537 16 L1
1 68 450 8 L3+
1 68 528 12 L2
1 68 333 4 L3+
1 68 493 16 L2
1 68 449 8 L3+
1 68 468 8 L3+
1 68 587 16 L1
1 68 570 8 L2
1 68 645 68 L3+
1 68 330 16 L1
1 68 620 0 L3+
1 68 563 16 L3+
1 68 519 12 L3+
1 68 522 20 L2
1 68 578 12 L2
1 68 567 24 L2
1 68 654 32 L1
1 68 643 28 L1
1 68 407 68 L3+
1 68 395 20 L3+
1 68 735 8 L1
1 68 672 12 L2
1 68 640 4 L3+
1 68 693 8 L2
1 68 745 12 L3+
1 68 708 8 L3+
1 68 694 8 L3+
1 68 659 12 L3+
1 68 757 8 L3+
1 68 774 8 L3+
1 68 705 12 L3+
1 68 776 12 L2
1 68 808 20 L2
1 68 839 12 L3+
1 68 825 8 L2
1 68 809 68 L3+
1 68 868 16 L1
1 68 739 16 L3+
1 68 333 4 L3+
1 68 833 20 L3+
1 68 795 20 L1
1 68 796 12 L2
1 68 852 12 L3+
1 68 901 28 L1
1 68 903 8 L2
1 68 870 8 L3+
1 68 917 8 L2
1 68 943 8 L3+
1 68 956 8 L3+
1 68 908 8 L2
1 68 975 16 L1
1 68 856 12 L2
1 68 873 8 L3+
1 68 933 20 L2
1 68 954 68 L2
1 68 934 12 L3+
1 68 992 8 L3+
1 68 893 8 L3+
1 68 1004 16 L1
1 68 992 8 L3+
1 68 1001 8 L2
1 68 886 8 L3+
1 68 1000 4 L2
1 68 1033 16 L3+
1 68 1017 12 L2
1 68 1058 8 L1
1 68 1045 12 L3+
1 68 935 4 L3+
1 68 1063 20 L1
1 68 1022 8 L2
1 68 1034 12 L3+
1 68 1085 12 L3+
1 68 1023 32 L2
1 68 1076 68 L3+
1 68 1027 16 L2
1 68 971 8 L3+
1 68 994 20 L2
1 68 1107 68 L3+
1 68 1101 8 L3+
1 68 1047 36 L1
1 68 1062 8 L2
1 68 1112 16 L1
1 68 948 4 L2
1 68 1069 4 L2
1 68 1077 4 L2
1 68 1100 12 L2
1 68 1011 4 L2
1 68 1024 4 L2
1 68 1025 4 L2
1 68 1099 20 L1
1 68 1056 16 L2
1 68 1035 8 L3+
1 68 1108 8 L2
1 68 1164 12 L1
1 68 1173 12 L2
1 68 1158 12 L2
1 68 1118 8 L2
1 68 1165 68 L2
1 68 1187 20 L2
1 68 1225 8 L2
1 68 1190 24 L1
1 68 1195 12 L1
1 68 1234 16 L1
1 68 1189 20 L1
1 68 1212 8 L2
1 68 1207 8 L2
1 68 1213 8 L2
1 68 1170 8 L2
1 68 1233 8 L2
1 68 1265 20 L1
1 68 1260 12 L2
1 68 1202 8 L2
1 68 1253 12 L2
1 68 1236 16 L2
1 68 1191 8 L1
1 68 1289 12 L1
1 68 1272 8 L2
1 68 1228 4 L1
1 68 1277 20 L1
1 68 1298 12 L1
1 68 1209 12 L1
1 68 1299 16 L1
1 68 1323 24 L1
1 68 1340 20 L1
1 68 1294 4 L1
1 68 1313 8 L1
1 68 1218 8 L1
1 68 1296 4 L1
1 68 1344 12 L1
1 68 1283 12 L1
1 68 1370 20 L1
1 68 1377 20 L1
1 68 1311 16 L1
1 68 1372 16 L1
1 68 1366 16 L1
1 72 93 24 L3+
1 72 182 12 L3+
1 72 31 28 L2
1 72 229 40 L2
1 72 60 24 L3+
1 72 170 0 L3+
1 72 50 12 L3+
1 72 101 4 L3+
1 72 216 16 L3+
1 72 4 32 L1
1 72 36 4 L3+
1 72 261 8 L3+
1 72 24 8 L3+
1 72 306 4 L3+
1 72 286 8 L3+
1 72 289 16 L3+
1 72 251 36 L3+
1 72 295 8 L3+
1 72 37 4 L3+
1 72 255 4 L3+
1 72 313 8 L3+
1 72 327 4 L3+
1 72 58 8 L3+
1 72 361 8 L3+
1 72 590 12 L3+
1 72 453 8 L3+
1 72 534 16 L3+
1 72 73 4 L3+
1 72 623 12 L3+
1 72 457 24 L3+
1 72 617 36 L3+
1 72 452 12 L2
1 72 602 8 L3+
1 72 442 16 L3+
1 72 537 12 L1
1 72 646 8 L2
1 72 585 12 L2
1 72 631 8 L3+
1 72 687 16 L3+
1 72 729 12 L2
1 72 609 12 L1
1 72 638 8 L2
1 72 664 20 L3+
1 72 624 4 L2
1 72 632 8 L3+
1 72 834 48 L1
1 72 720 8 L3+
1 72 818 0 L1
1 72 834 48 L1
1 72 826 12 L1
1 72 766 36 L2
1 72 709 72 L2
1 72 688 8 L3+
1 72 691 20 L1
1 72 767 8 L3+
1 72 760 12 L2
1 72 806 20 L1
1 72 754 12 L3+
1 72 725 12 L3+
1 72 785 0 L3+
1 72 815 12 L3+
1 72 821 12 L2
1 72 847 12 L2
1 72 831 16 L1
1 72 796 8 L2
1 72 829 12 L2
1 72 841 20 L1
1 72 819 4 L2
1 72 878 12 L2
1 72 850 12 L2
1 72 893 16 L1
1 72 874 8 L3+
1 72 986 8 L2
1 72 917 24 L1
1 72 951 4 L3+
1 72 1046 12 L1
1 72 1002 24 L2
1 72 994 32 L1
1 72 968 4 L2
1 72 996 8 L2
1 72 1052 12 L2
1 72 1030 4 L2
1 72 956 8 L2
1 72 1019 NA L2
1 72 1033 8 L2
1 72 1031 16 L1
1 72 1063 8 L3+
1 72 1106 8 L2
1 72 1049 16 L1
1 72 1082 16 L1
1 72 1098 16 L1
1 72 1112 12 L1
1 72 1072 8 L1
1 72 1068 8 L1
1 72 1163 12 L2
1 72 1101 12 L2
1 72 1140 8 L2
1 72 1111 12 L1
1 72 1130 8 L1
1 72 1184 4 L1
1 72 1170 4 L1
1 72 1171 4 L1
1 72 1127 12 L2
1 72 1164 12 L2
1 72 1125 8 L1
1 72 1193 16 L1
1 72 1196 4 L1
1 72 1195 4 L1
1 72 1217 4 L1
1 72 1190 8 L1
1 72 1198 28 L1
1 72 1152 4 L1
1 72 1172 4 L1
1 72 1228 8 L1
1 72 1218 4 L1
1 72 1131 4 L1
1 72 1225 16 L1
1 72 1235 20 L1
1 72 1253 24 L1
1 72 1250 4 L1
1 72 1208 8 L1
1 72 1273 24 L1
1 72 1268 12 L1
1 72 1290 4 L1
1 72 1258 0 L1
2 0 390 NA L3+
2 0 404 NA L3+
2 0 319 NA L3+
2 0 430 NA L3+
2 0 396 NA L3+
2 0 398 NA L3+
2 0 417 NA L3+
2 0 498 NA L2
2 0 549 NA L3+
2 0 511 NA L3+
2 0 532 NA L3+
2 0 663 NA L2
2 0 623 NA L2
2 0 580 NA L3+
2 0 603 NA L3+
2 0 640 NA L2
2 0 653 NA L2
2 0 655 NA L3+
2 0 647 NA L3+
2 0 693 NA L2
2 0 669 NA L2
2 0 661 NA L2
2 0 635 NA L3+
2 0 770 NA L1
2 0 775 NA L1
2 0 752 NA L2
2 0 801 NA L1
2 0 843 NA L1
2 4 163 4 L3+
2 4 190 4 L3+
2 4 228 4 L2
