0	4	8	12	16	20	24	28	32	36	40	44	48	52	56	60	64	68	72	76
666	417	308	294	528	705	892	1068	649	829	828	757	NA	NA	NA	NA	NA	NA	NA	NA
666	417	308	294	528	705	892	1068	649	829	828	854	NA	NA	NA	NA	NA	NA	NA	NA
666	417	308	294	528	705	892	1068	709	890	921	906	NA	NA	NA	NA	NA	NA	NA	NA
667	426	294	180	381	474	574	816	408	649	543	452	NA	NA	NA	NA	NA	NA	NA	NA
668	400	234	391	448	677	866	943	495	551	555	514	NA	NA	NA	NA	NA	NA	NA	NA
668	400	234	391	448	677	866	1058	606	701	711	664	NA	NA	NA	NA	NA	NA	NA	NA
669	395	235	363	431	665	822	980	499	596	574	515	NA	NA	NA	NA	NA	NA	NA	NA
669	395	235	363	431	665	822	980	622	740	751	716	NA	NA	NA	NA	NA	NA	NA	NA
669	475	326	452	543	761	943	1097	643	761	729	699	NA	NA	NA	NA	NA	NA	NA	NA
669	475	326	452	543	761	943	1097	726	845	860	830	NA	NA	NA	NA	NA	NA	NA	NA
670	418	286	364	484	654	814	981	559	702	646	581	NA	NA	NA	NA	NA	NA	NA	NA
670	418	286	364	484	714	908	1082	692	840	806	725	NA	NA	NA	NA	NA	NA	NA	NA
671	368	246	343	377	607	764	856	388	442	371	310	NA	NA	NA	NA	NA	NA	NA	NA
671	368	246	420	462	693	842	945	479	540	492	430	NA	NA	NA	NA	NA	NA	NA	NA
672	436	303	176	352	413	507	710	283	510	498	457	NA	NA	NA	NA	NA	NA	NA	NA
673	388	207	355	345	582	732	789	226	212	392	413	NA	NA	NA	NA	NA	NA	NA	NA
674	442	306	205	389	470	592	790	352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
675	365	198	372	356	615	779	791	264	209	315	313	NA	NA	NA	NA	NA	NA	NA	NA
675	365	198	440	418	670	849	883	367	335	420	412	NA	NA	NA	NA	NA	NA	NA	NA
676	383	206	346	336	550	710	761	236	223	385	348	NA	NA	NA	NA	NA	NA	NA	NA
676	383	206	346	336	550	710	761	236	223	385	481	NA	NA	NA	NA	NA	NA	NA	NA
677	372	159	297	288	540	695	718	172	40	302	319	NA	NA	NA	NA	NA	NA	NA	NA
677	372	222	395	400	637	809	839	313	279	446	462	NA	NA	NA	NA	NA	NA	NA	NA
678	425	273	379	466	674	847	1027	582	718	842	887	NA	NA	NA	NA	NA	NA	NA	NA
678	425	273	379	466	674	847	1027	647	748	914	975	NA	NA	NA	NA	NA	NA	NA	NA
678	425	273	415	487	702	915	1049	638	758	876	941	NA	NA	NA	NA	NA	NA	NA	NA
678	425	273	415	487	702	915	1049	638	758	972	1042	NA	NA	NA	NA	NA	NA	NA	NA
679	373	196	406	373	622	787	807	285	235	362	374	NA	NA	NA	NA	NA	NA	NA	NA
680	432	285	382	469	699	881	1041	630	797	810	794	NA	NA	NA	NA	NA	NA	NA	NA
680	432	285	382	469	699	881	1041	630	797	810	824	NA	NA	NA	NA	NA	NA	NA	NA
680	432	285	382	469	699	881	1138	736	904	948	922	NA	NA	NA	NA	NA	NA	NA	NA
680	432	285	382	469	699	881	1138	736	904	948	969	NA	NA	NA	NA	NA	NA	NA	NA
680	432	335	399	512	723	897	1078	680	847	868	863	NA	NA	NA	NA	NA	NA	NA	NA
680	432	335	399	512	723	897	1078	680	847	960	957	NA	NA	NA	NA	NA	NA	NA	NA
680	432	335	399	512	723	897	1155	758	935	996	1012	NA	NA	NA	NA	NA	NA	NA	NA
681	413	245	412	432	682	834	917	450	457	464	436	NA	NA	NA	NA	NA	NA	NA	NA
682	392	248	428	430	676	840	939	465	503	587	606	NA	NA	NA	NA	NA	NA	NA	NA
682	392	248	428	430	676	840	939	465	525	617	623	NA	NA	NA	NA	NA	NA	NA	NA
682	392	248	428	430	739	902	1024	567	636	744	747	NA	NA	NA	NA	NA	NA	NA	NA
682	392	248	428	430	739	902	1024	567	636	744	799	NA	NA	NA	NA	NA	NA	NA	NA
683	443	312	192	391	460	585	809	406	660	571	491	NA	NA	NA	NA	NA	NA	NA	NA
684	404	225	430	419	666	829	875	347	337	393	376	NA	NA	NA	NA	NA	NA	NA	NA
685	385	209	411	411	667	830	876	376	338	395	361	NA	NA	NA	NA	NA	NA	NA	NA
686	446	305	214	362	448	583	764	333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
686	446	305	214	423	520	643	840	430	611	595	553	NA	NA	NA	NA	NA	NA	NA	NA
687	408	261	416	474	697	868	998	518	555	721	738	NA	NA	NA	NA	NA	NA	NA	NA
687	408	261	416	474	697	868	998	518	555	721	827	NA	NA	NA	NA	NA	NA	NA	NA
687	408	261	416	474	697	868	998	608	685	852	933	NA	NA	NA	NA	NA	NA	NA	NA
687	408	261	448	488	728	910	1043	609	679	864	853	NA	NA	NA	NA	NA	NA	NA	NA
687	408	261	448	488	728	910	1043	609	679	864	928	NA	NA	NA	NA	NA	NA	NA	NA
688	430	310	317	446	612	805	972	561	743	784	768	NA	NA	NA	NA	NA	NA	NA	NA
688	430	310	317	446	612	805	972	561	743	784	895	NA	NA	NA	NA	NA	NA	NA	NA
688	430	310	317	446	612	805	1088	690	874	946	929	NA	NA	NA	NA	NA	NA	NA	NA
688	430	310	317	446	612	805	1088	690	874	946	1022	NA	NA	NA	NA	NA	NA	NA	NA
688	430	331	336	467	621	828	968	566	753	820	819	NA	NA	NA	NA	NA	NA	NA	NA
688	430	331	336	467	621	828	968	566	753	820	873	NA	NA	NA	NA	NA	NA	NA	NA
688	430	331	336	467	621	828	1077	678	865	945	980	NA	NA	NA	NA	NA	NA	NA	NA
688	430	331	336	467	621	828	1077	678	865	974	1013	NA	NA	NA	NA	NA	NA	NA	NA
689	422	302	203	350	439	524	703	257	458	465	454	NA	NA	NA	NA	NA	NA	NA	NA
689	422	302	203	350	439	524	703	257	458	507	461	NA	NA	NA	NA	NA	NA	NA	NA
690	440	304	235	387	487	610	804	382	554	556	507	NA	NA	NA	NA	NA	NA	NA	NA
691	453	323	261	417	541	655	864	433	666	629	574	NA	NA	NA	NA	NA	NA	NA	NA
692	409	282	376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
692	409	290	410	481	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
693	427	265	418	493	725	894	1021	591	655	645	603	NA	NA	NA	NA	NA	NA	NA	NA
693	427	265	418	493	725	894	1021	591	655	780	759	NA	NA	NA	NA	NA	NA	NA	NA
693	427	265	418	493	725	898	1063	636	746	769	732	NA	NA	NA	NA	NA	NA	NA	NA
693	427	265	418	493	725	898	1063	636	746	769	843	NA	NA	NA	NA	NA	NA	NA	NA
693	460	313	457	533	767	963	1092	699	781	829	820	NA	NA	NA	NA	NA	NA	NA	NA
693	460	313	457	533	767	963	1092	699	838	908	923	NA	NA	NA	NA	NA	NA	NA	NA
694	407	255	374	370	570	730	797	241	208	408	448	NA	NA	NA	NA	NA	NA	NA	NA
694	407	255	374	370	570	730	797	359	378	538	582	NA	NA	NA	NA	NA	NA	NA	NA
695	429	281	369	457	651	846	1022	584	742	841	899	NA	NA	NA	NA	NA	NA	NA	NA
695	429	281	369	457	651	846	1022	712	854	977	1034	NA	NA	NA	NA	NA	NA	NA	NA
695	429	281	381	458	662	869	1050	631	777	883	927	NA	NA	NA	NA	NA	NA	NA	NA
695	429	281	381	458	662	869	1050	631	777	926	987	NA	NA	NA	NA	NA	NA	NA	NA
696	421	258	436	445	703	890	1013	540	588	726	755	NA	NA	NA	NA	NA	NA	NA	NA
696	421	258	436	445	703	890	1013	615	686	825	847	NA	NA	NA	NA	NA	NA	NA	NA
696	421	258	443	504	745	934	1065	629	687	836	834	NA	NA	NA	NA	NA	NA	NA	NA
696	421	258	443	504	745	934	1065	629	687	836	942	NA	NA	NA	NA	NA	NA	NA	NA
697	439	301	373	485	657	804	956	538	703	576	479	NA	NA	NA	NA	NA	NA	NA	NA
698	382	238	303	335	542	636	677	165	157	366	363	NA	NA	NA	NA	NA	NA	NA	NA
698	382	238	303	335	542	708	788	290	266	493	510	NA	NA	NA	NA	NA	NA	NA	NA
699	456	330	274	422	539	677	861	427	583	627	600	NA	NA	NA	NA	NA	NA	NA	NA
699	456	330	274	422	539	677	861	427	650	700	666	NA	NA	NA	NA	NA	NA	NA	NA
700	454	291	237	397	507	639	842	418	628	560	483	NA	NA	NA	NA	NA	NA	NA	NA
700	454	365	338	491	601	725	929	534	739	664	597	NA	NA	NA	NA	NA	NA	NA	NA
701	459	336	295	452	577	699	902	524	722	644	559	NA	NA	NA	NA	NA	NA	NA	NA
702	449	316	311	454	596	740	918	516	708	580	472	NA	NA	NA	NA	NA	NA	NA	NA
703	444	268	365	463	658	807	946	508	633	523	437	NA	NA	NA	NA	NA	NA	NA	NA
704	419	269	267	361	497	628	717	225	312	435	438	NA	NA	NA	NA	NA	NA	NA	NA
705	450	295	367	409	609	785	899	411	509	647	637	NA	NA	NA	NA	NA	NA	NA	NA
705	450	295	367	409	609	785	899	411	509	647	801	NA	NA	NA	NA	NA	NA	NA	NA
705	450	295	367	409	609	785	899	544	671	819	851	NA	NA	NA	NA	NA	NA	NA	NA
705	450	295	421	502	722	858	1026	583	695	872	915	NA	NA	NA	NA	NA	NA	NA	NA
705	450	295	421	502	722	858	1026	583	695	872	973	NA	NA	NA	NA	NA	NA	NA	NA
706	441	298	403	486	713	863	1008	573	639	832	880	NA	NA	NA	NA	NA	NA	NA	NA
706	441	298	403	486	713	863	1008	573	664	823	871	NA	NA	NA	NA	NA	NA	NA	NA
706	441	298	403	486	737	922	1061	621	678	851	891	NA	NA	NA	NA	NA	NA	NA	NA
706	441	298	403	486	737	922	1061	621	678	851	949	NA	NA	NA	NA	NA	NA	NA	NA
707	458	334	408	522	740	925	1118	715	883	959	1001	NA	NA	NA	NA	NA	NA	NA	NA
707	458	334	408	522	740	925	1118	715	883	959	1010	NA	NA	NA	NA	NA	NA	NA	NA
707	458	334	408	522	740	925	1124	724	889	941	990	NA	NA	NA	NA	NA	NA	NA	NA
708	447	345	387	496	675	848	1031	632	819	877	913	NA	NA	NA	NA	NA	NA	NA	NA
708	447	345	387	496	675	848	1105	722	908	978	999	NA	NA	NA	NA	NA	NA	NA	NA
708	447	345	387	496	675	848	1105	722	908	1008	1044	NA	NA	NA	NA	NA	NA	NA	NA
709	463	349	325	500	659	798	990	581	755	696	645	NA	NA	NA	NA	NA	NA	NA	NA
710	445	287	366	413	586	753	866	378	427	614	636	NA	NA	NA	NA	NA	NA	NA	NA
710	445	287	366	413	644	808	935	466	524	661	709	NA	NA	NA	NA	NA	NA	NA	NA
710	445	287	366	413	644	808	935	466	524	792	821	NA	NA	NA	NA	NA	NA	NA	NA
712	487	354	263	429	514	632	848	435	668	602	534	NA	NA	NA	NA	NA	NA	NA	NA
713	472	348	333	482	635	751	950	525	745	665	602	NA	NA	NA	NA	NA	NA	NA	NA
713	472	348	333	492	641	806	1002	576	764	706	634	NA	NA	NA	NA	NA	NA	NA	NA
714	428	249	431	440	691	855	931	444	444	475	421	NA	NA	NA	NA	NA	NA	NA	NA
715	473	350	300	470	568	717	910	514	723	600	506	NA	NA	NA	NA	NA	NA	NA	NA
715	473	350	300	470	568	717	910	514	732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
716	474	337	419	534	700	856	1025	619	756	756	655	NA	NA	NA	NA	NA	NA	NA	NA
716	474	337	419	534	783	968	1145	744	894	900	838	NA	NA	NA	NA	NA	NA	NA	NA
716	474	337	419	534	783	968	1145	744	894	900	952	NA	NA	NA	NA	NA	NA	NA	NA
717	464	328	277	378	482	608	750	297	423	517	501	NA	NA	NA	NA	NA	NA	NA	NA
718	467	352	348	489	638	777	959	531	705	778	696	NA	NA	NA	NA	NA	NA	NA	NA
718	467	352	348	489	638	777	959	531	705	778	837	NA	NA	NA	NA	NA	NA	NA	NA
718	467	352	348	489	638	824	1023	610	806	847	797	NA	NA	NA	NA	NA	NA	NA	NA
718	467	352	348	489	638	824	1023	610	806	847	934	NA	NA	NA	NA	NA	NA	NA	NA
719	466	339	269	385	483	609	760	303	499	550	517	NA	NA	NA	NA	NA	NA	NA	NA
720	451	340	335	434	597	745	922	458	614	690	688	NA	NA	NA	NA	NA	NA	NA	NA
720	451	340	335	434	597	745	922	460	599	681	686	NA	NA	NA	NA	NA	NA	NA	NA
721	438	293	450	508	747	936	1034	611	688	773	756	NA	NA	NA	NA	NA	NA	NA	NA
721	438	293	450	508	747	936	1103	704	780	854	864	NA	NA	NA	NA	NA	NA	NA	NA
721	438	293	450	508	747	936	1103	704	780	854	921	NA	NA	NA	NA	NA	NA	NA	NA
722	481	325	471	552	782	960	1144	763	885	922	890	NA	NA	NA	NA	NA	NA	NA	NA
722	481	325	471	552	782	960	1144	763	885	922	983	NA	NA	NA	NA	NA	NA	NA	NA
722	481	325	471	553	742	918	1093	697	831	818	775	NA	NA	NA	NA	NA	NA	NA	NA
722	481	325	471	553	742	918	1093	697	831	912	910	NA	NA	NA	NA	NA	NA	NA	NA
724	476	342	315	408	525	659	787	302	402	528	516	NA	NA	NA	NA	NA	NA	NA	NA
725	501	373	306	475	575	706	913	506	710	651	595	NA	NA	NA	NA	NA	NA	NA	NA
726	468	314	445	539	768	949	1122	714	851	855	842	NA	NA	NA	NA	NA	NA	NA	NA
726	468	314	445	539	768	949	1122	714	851	942	958	NA	NA	NA	NA	NA	NA	NA	NA
726	468	314	445	539	768	975	1150	752	893	980	961	NA	NA	NA	NA	NA	NA	NA	NA
727	494	357	423	554	709	885	1071	669	811	786	724	NA	NA	NA	NA	NA	NA	NA	NA
727	494	357	423	554	731	907	1090	682	869	845	770	NA	NA	NA	NA	NA	NA	NA	NA
728	465	280	322	369	536	687	759	251	323	482	486	NA	NA	NA	NA	NA	NA	NA	NA
728	465	362	402	455	648	792	898	399	447	613	627	NA	NA	NA	NA	NA	NA	NA	NA
729	455	317	426	473	684	837	970	517	570	758	754	NA	NA	NA	NA	NA	NA	NA	NA
729	455	317	426	473	684	837	970	517	570	758	903	NA	NA	NA	NA	NA	NA	NA	NA
729	455	317	426	473	684	889	1064	624	717	875	940	NA	NA	NA	NA	NA	NA	NA	NA
730	482	356	384	509	681	852	1004	599	784	728	625	NA	NA	NA	NA	NA	NA	NA	NA
730	482	356	384	509	681	852	1084	681	868	834	787	NA	NA	NA	NA	NA	NA	NA	NA
731	469	341	326	471	617	762	944	557	747	639	541	NA	NA	NA	NA	NA	NA	NA	NA
732	470	309	433	515	715	873	1009	577	656	597	530	NA	NA	NA	NA	NA	NA	NA	NA
733	484	346	255	399	477	590	773	345	541	539	502	NA	NA	NA	NA	NA	NA	NA	NA
733	484	346	255	450	543	660	837	392	600	605	547	NA	NA	NA	NA	NA	NA	NA	NA
734	491	372	259	436	518	650	833	403	615	585	531	NA	NA	NA	NA	NA	NA	NA	NA
735	499	364	329	495	598	713	905	501	672	683	652	NA	NA	NA	NA	NA	NA	NA	NA
735	499	388	357	511	630	817	962	547	752	759	712	NA	NA	NA	NA	NA	NA	NA	NA
736	461	277	447	444	687	876	923	393	390	514	533	NA	NA	NA	NA	NA	NA	NA	NA
737	496	358	394	479	661	826	992	550	690	812	771	NA	NA	NA	NA	NA	NA	NA	NA
737	496	358	394	479	661	826	992	550	690	812	931	NA	NA	NA	NA	NA	NA	NA	NA
737	496	358	394	479	673	845	1010	602	716	838	852	NA	NA	NA	NA	NA	NA	NA	NA
737	496	358	394	479	673	845	1010	602	821	949	998	NA	NA	NA	NA	NA	NA	NA	NA
737	496	358	394	479	673	901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
738	497	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
739	479	307	476	499	746	905	978	482	454	527	523	NA	NA	NA	NA	NA	NA	NA	NA
739	479	307	476	499	746	958	1033	542	542	657	658	NA	NA	NA	NA	NA	NA	NA	NA
740	498	338	344	427	554	729	844	358	422	564	592	NA	NA	NA	NA	NA	NA	NA	NA
741	483	329	409	442	636	793	891	400	407	590	599	NA	NA	NA	NA	NA	NA	NA	NA
742	503	367	375	494	611	796	941	520	697	724	705	NA	NA	NA	NA	NA	NA	NA	NA
742	503	367	375	494	611	796	941	520	697	850	840	NA	NA	NA	NA	NA	NA	NA	NA
742	503	367	414	506	686	838	1016	625	735	839	839	NA	NA	NA	NA	NA	NA	NA	NA
743	507	377	361	521	640	801	1000	574	769	743	679	NA	NA	NA	NA	NA	NA	NA	NA
743	507	377	361	521	640	801	1000	640	833	821	790	NA	NA	NA	NA	NA	NA	NA	NA
744	478	333	465	527	752	941	1070	639	706	802	841	NA	NA	NA	NA	NA	NA	NA	NA
744	478	333	465	527	752	941	1070	639	706	802	866	NA	NA	NA	NA	NA	NA	NA	NA
744	478	333	465	527	785	979	1137	717	787	898	938	NA	NA	NA	NA	NA	NA	NA	NA
744	478	333	465	527	785	979	1137	717	825	937	1000	NA	NA	NA	NA	NA	NA	NA	NA
745	513	379	340	513	626	759	965	555	788	677	601	NA	NA	NA	NA	NA	NA	NA	NA
746	462	315	477	514	754	935	989	491	516	534	526	NA	NA	NA	NA	NA	NA	NA	NA
746	462	315	477	514	754	935	1072	617	644	686	670	NA	NA	NA	NA	NA	NA	NA	NA
747	488	321	434	535	726	857	1003	578	714	612	538	NA	NA	NA	NA	NA	NA	NA	NA
748	471	297	442	451	685	862	937	432	412	593	609	NA	NA	NA	NA	NA	NA	NA	NA
748	471	297	442	451	685	862	937	432	429	577	610	NA	NA	NA	NA	NA	NA	NA	NA
749	477	318	463	503	719	887	957	447	432	607	630	NA	NA	NA	NA	NA	NA	NA	NA
749	477	318	463	503	772	945	1039	552	556	718	739	NA	NA	NA	NA	NA	NA	NA	NA
750	500	376	298	459	574	748	924	522	730	720	653	NA	NA	NA	NA	NA	NA	NA	NA
751	505	378	400	559	708	864	1046	628	817	750	659	NA	NA	NA	NA	NA	NA	NA	NA
751	505	378	400	559	708	864	1046	628	817	848	793	NA	NA	NA	NA	NA	NA	NA	NA
752	486	347	330	507	623	771	960	554	760	748	673	NA	NA	NA	NA	NA	NA	NA	NA
752	486	347	330	507	623	771	960	554	760	748	785	NA	NA	NA	NA	NA	NA	NA	NA
752	554	426	438	571	750	888	1080	651	843	865	836	NA	NA	NA	NA	NA	NA	NA	NA
752	554	426	438	571	750	888	1080	721	919	964	966	NA	NA	NA	NA	NA	NA	NA	NA
753	480	355	486	558	790	974	1131	713	815	907	944	NA	NA	NA	NA	NA	NA	NA	NA
753	480	355	486	558	790	974	1131	729	820	919	953	NA	NA	NA	NA	NA	NA	NA	NA
754	506	368	474	549	763	931	1104	667	790	934	978	NA	NA	NA	NA	NA	NA	NA	NA
754	506	368	474	549	763	931	1104	667	790	951	1003	NA	NA	NA	NA	NA	NA	NA	NA
754	506	368	474	560	766	951	1115	672	786	930	979	NA	NA	NA	NA	NA	NA	NA	NA
754	506	368	474	560	766	951	1115	672	786	952	1024	NA	NA	NA	NA	NA	NA	NA	NA
756	517	390	305	490	567	683	894	476	699	650	569	NA	NA	NA	NA	NA	NA	NA	NA
757	492	353	481	519	757	966	1101	668	768	915	986	NA	NA	NA	NA	NA	NA	NA	NA
757	492	353	481	519	757	966	1101	668	768	915	1004	NA	NA	NA	NA	NA	NA	NA	NA
757	492	353	481	551	764	957	1110	694	822	905	959	NA	NA	NA	NA	NA	NA	NA	NA
757	492	353	481	551	764	957	1110	694	822	965	1021	NA	NA	NA	NA	NA	NA	NA	NA
758	493	311	470	497	744	924	973	468	452	610	588	NA	NA	NA	NA	NA	NA	NA	NA
758	493	311	470	497	744	924	973	468	484	581	596	NA	NA	NA	NA	NA	NA	NA	NA
758	493	381	532	568	807	988	1107	644	681	767	772	NA	NA	NA	NA	NA	NA	NA	NA
758	493	381	532	568	807	988	1107	644	681	879	902	NA	NA	NA	NA	NA	NA	NA	NA
759	502	320	489	529	769	929	1036	571	591	618	571	NA	NA	NA	NA	NA	NA	NA	NA
760	514	386	432	544	710	843	1030	623	792	699	619	NA	NA	NA	NA	NA	NA	NA	NA
760	514	386	473	601	774	939	1112	705	872	814	750	NA	NA	NA	NA	NA	NA	NA	NA
761	534	396	359	520	625	738	951	533	770	694	622	NA	NA	NA	NA	NA	NA	NA	NA
762	515	366	353	441	589	709	857	380	528	620	594	NA	NA	NA	NA	NA	NA	NA	NA
763	489	343	453	472	683	836	926	442	462	653	674	NA	NA	NA	NA	NA	NA	NA	NA
763	489	343	453	501	712	882	966	486	520	691	717	NA	NA	NA	NA	NA	NA	NA	NA
764	509	385	454	547	736	920	1076	655	776	911	964	NA	NA	NA	NA	NA	NA	NA	NA
764	509	385	454	547	736	920	1076	655	861	981	1052	NA	NA	NA	NA	NA	NA	NA	NA
765	510	375	385	518	650	811	984	551	736	793	789	NA	NA	NA	NA	NA	NA	NA	NA
766	525	380	487	589	801	994	1181	775	928	976	970	NA	NA	NA	NA	NA	NA	NA	NA
766	525	380	487	589	801	994	1181	807	966	1014	1017	NA	NA	NA	NA	NA	NA	NA	NA
766	525	380	498	586	794	985	1174	792	936	1010	1016	NA	NA	NA	NA	NA	NA	NA	NA
766	525	380	498	586	794	985	1174	792	953	1028	1063	NA	NA	NA	NA	NA	NA	NA	NA
767	520	387	334	478	571	689	879	431	609	636	593	NA	NA	NA	NA	NA	NA	NA	NA
767	520	387	334	478	571	689	879	431	609	654	NA	NA	NA	NA	NA	NA	NA	NA	NA
768	529	401	429	561	720	861	1067	658	855	833	791	NA	NA	NA	NA	NA	NA	NA	NA
768	529	401	429	561	760	942	1132	730	912	928	914	NA	NA	NA	NA	NA	NA	NA	NA
769	537	402	466	588	781	952	1139	738	914	909	876	NA	NA	NA	NA	NA	NA	NA	NA
769	537	402	466	588	781	952	1168	783	965	1005	994	NA	NA	NA	NA	NA	NA	NA	NA
769	537	411	458	587	765	937	1133	725	913	899	855	NA	NA	NA	NA	NA	NA	NA	NA
769	537	411	458	587	765	937	1133	787	969	987	976	NA	NA	NA	NA	NA	NA	NA	NA
770	495	327	483	540	756	940	1054	592	645	619	566	NA	NA	NA	NA	NA	NA	NA	NA
770	518	370	519	576	804	976	1111	660	725	730	691	NA	NA	NA	NA	NA	NA	NA	NA
771	524	395	435	563	732	893	1087	676	846	924	955	NA	NA	NA	NA	NA	NA	NA	NA
771	524	395	435	563	732	893	1087	676	846	1007	1057	NA	NA	NA	NA	NA	NA	NA	NA
771	524	395	437	556	718	899	1069	662	842	925	932	NA	NA	NA	NA	NA	NA	NA	NA
771	524	395	437	556	718	899	1116	720	892	983	1007	NA	NA	NA	NA	NA	NA	NA	NA
771	524	395	437	556	718	899	1116	720	892	983	1064	NA	NA	NA	NA	NA	NA	NA	NA
772	522	397	502	581	814	1004	1164	772	875	992	1006	NA	NA	NA	NA	NA	NA	NA	NA
772	522	397	502	581	814	1004	1164	772	911	1013	1050	NA	NA	NA	NA	NA	NA	NA	NA
773	511	369	503	594	793	991	1165	773	920	994	1047	NA	NA	NA	NA	NA	NA	NA	NA
773	511	369	503	594	793	992	1161	759	884	963	991	NA	NA	NA	NA	NA	NA	NA	NA
773	511	369	503	594	793	992	1161	759	884	963	1053	NA	NA	NA	NA	NA	NA	NA	NA
774	504	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
775	508	371	393	456	608	741	884	385	519	626	605	NA	NA	NA	NA	NA	NA	NA	NA
775	551	412	441	523	694	823	982	484	581	714	708	NA	NA	NA	NA	NA	NA	NA	NA
776	532	414	405	557	696	851	1040	626	809	862	859	NA	NA	NA	NA	NA	NA	NA	NA
776	532	414	405	557	696	851	1040	673	866	894	912	NA	NA	NA	NA	NA	NA	NA	NA
776	532	414	475	579	749	932	1143	731	927	1015	1036	NA	NA	NA	NA	NA	NA	NA	NA
776	532	414	475	579	749	932	1143	731	930	1002	1029	NA	NA	NA	NA	NA	NA	NA	NA
777	521	360	500	538	773	956	1056	579	564	737	697	NA	NA	NA	NA	NA	NA	NA	NA
777	521	360	500	538	773	956	1056	579	564	737	823	NA	NA	NA	NA	NA	NA	NA	NA
777	521	360	537	585	819	1001	1128	684	738	869	897	NA	NA	NA	NA	NA	NA	NA	NA
777	521	360	537	585	819	1001	1128	684	738	869	924	NA	NA	NA	NA	NA	NA	NA	NA
778	546	415	427	574	730	883	1083	695	879	888	862	NA	NA	NA	NA	NA	NA	NA	NA
778	546	415	427	574	730	883	1083	695	879	932	917	NA	NA	NA	NA	NA	NA	NA	NA
779	528	408	449	575	753	927	1130	698	881	906	875	NA	NA	NA	NA	NA	NA	NA	NA
779	528	408	449	575	753	927	1130	786	960	1009	1005	NA	NA	NA	NA	NA	NA	NA	NA
780	542	410	389	542	646	772	977	580	779	738	644	NA	NA	NA	NA	NA	NA	NA	NA
781	548	416	422	565	690	841	1035	637	830	768	661	NA	NA	NA	NA	NA	NA	NA	NA
782	523	374	401	530	701	820	1018	613	798	698	604	NA	NA	NA	NA	NA	NA	NA	NA
782	523	428	472	600	762	914	1096	710	876	817	742	NA	NA	NA	NA	NA	NA	NA	NA
783	527	407	464	580	751	917	1129	723	932	966	981	NA	NA	NA	NA	NA	NA	NA	NA
783	527	407	464	580	780	948	1149	757	933	1004	1014	NA	NA	NA	NA	NA	NA	NA	NA
783	527	407	464	580	780	948	1149	757	1000	1064	1103	NA	NA	NA	NA	NA	NA	NA	NA
784	512	361	518	566	808	981	1089	635	692	708	685	NA	NA	NA	NA	NA	NA	NA	NA
784	512	361	518	566	808	981	1089	635	692	811	806	NA	NA	NA	NA	NA	NA	NA	NA
785	543	403	478	599	791	972	1152	750	924	935	877	NA	NA	NA	NA	NA	NA	NA	NA
785	543	403	478	599	791	972	1169	780	956	970	977	NA	NA	NA	NA	NA	NA	NA	NA
785	543	419	492	616	809	993	1186	801	970	1021	1028	NA	NA	NA	NA	NA	NA	NA	NA
785	543	419	492	616	809	993	1186	801	1001	1051	1070	NA	NA	NA	NA	NA	NA	NA	NA
786	535	383	494	582	778	946	1119	700	841	781	702	NA	NA	NA	NA	NA	NA	NA	NA
786	535	383	494	582	778	961	1108	701	799	746	681	NA	NA	NA	NA	NA	NA	NA	NA
787	536	409	511	610	810	1009	1185	796	934	1017	1062	NA	NA	NA	NA	NA	NA	NA	NA
787	536	409	522	615	830	1008	1193	808	959	1044	1088	NA	NA	NA	NA	NA	NA	NA	NA
787	536	409	522	615	830	1008	1193	808	959	1044	1104	NA	NA	NA	NA	NA	NA	NA	NA
788	538	382	505	602	795	964	1091	661	757	712	665	NA	NA	NA	NA	NA	NA	NA	NA
788	538	382	505	602	795	1010	1156	735	835	849	817	NA	NA	NA	NA	NA	NA	NA	NA
789	531	384	345	464	581	688	870	412	563	640	577	NA	NA	NA	NA	NA	NA	NA	NA
789	531	421	424	516	649	799	934	471	619	689	675	NA	NA	NA	NA	NA	NA	NA	NA
790	549	418	378	517	620	735	927	497	684	701	647	NA	NA	NA	NA	NA	NA	NA	NA
791	539	393	512	603	805	977	1135	666	789	752	671	NA	NA	NA	NA	NA	NA	NA	NA
791	539	393	512	603	805	977	1135	748	870	856	818	NA	NA	NA	NA	NA	NA	NA	NA
792	519	363	468	525	727	895	1007	529	562	757	776	NA	NA	NA	NA	NA	NA	NA	NA
793	558	422	396	531	628	755	954	521	737	717	662	NA	NA	NA	NA	NA	NA	NA	NA
794	526	389	499	570	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
794	526	389	499	584	797	973	1154	739	857	985	1043	NA	NA	NA	NA	NA	NA	NA	NA
794	526	389	499	584	797	973	1154	746	858	1000	1058	NA	NA	NA	NA	NA	NA	NA	NA
