Cell id	x	y	z	Boa volume	Mean cell intensity
0	13.894505	13.74977	3.2275894	0.9087336	84.79978
1	15.05238	13.701526	2.9970472	0.22470161	8.389771
2	11.868223	13.460301	3.285225	0.5046731	65.40931
3	12.833118	13.315567	3.4581313	0.5713458	70.04756
4	15.727807	14.376953	3.9192157	0.038635265	5.6041694
5	13.219077	14.618176	4.092122	0.3568396	46.31177
6	13.894505	15.197115	4.034487	0.06694096	4.6372695
7	13.65328	13.026098	4.4379354	0.41720718	41.564636
8	14.859401	13.84626	4.5532064	0.6908736	49.170986
9	15.245359	14.955891	4.3226643	0.08505124	6.1056676
10	14.328708	12.784874	4.6108418	0.28345942	14.202418
11	12.784874	13.798015	4.841384	0.79001063	68.41822
12	11.626999	13.026098	4.726113	0.3055942	30.221521
13	12.447161	12.7366295	4.7837486	0.33000955	39.69265
14	13.074343	15.583073	5.4753747	0.32088733	52.21067
15	14.955891	12.784874	5.4753747	0.5273445	40.647038
16	13.3638115	14.714666	5.648281	0.661763	66.64186
17	12.398915	15.486584	5.4177394	0.2577026	48.582783
18	11.192796	14.811156	5.2448325	0.23865324	15.485534
19	10.13141	17.6576	5.2448325	0.062245704	11.40947
20	14.087484	13.508546	5.705917	0.6004564	83.666245
21	15.534828	15.004135	5.4177394	0.06291645	14.356066
22	15.05238	14.425198	5.4753747	0.09175875	11.289457
23	12.350671	13.605036	5.821188	0.5753703	50.937363
24	12.977854	12.447161	5.705917	0.14273584	17.023418
25	10.565613	16.982172	5.648281	0.040915817	6.0262337
26	14.232219	17.850578	5.705917	0.057684597	4.865121
27	17.368132	13.315567	5.8788233	0.09430761	17.438046
28	14.473442	16.982172	5.9940944	0.2096768	31.809752
29	10.13141	13.74977	6.1093655	0.25890994	18.761984
30	10.3243885	14.618176	6.1093655	0.26843458	28.98619
31	10.806837	16.017277	6.05173	0.12167425	19.079323
32	16.596214	14.955891	6.05173	0.12140595	14.849662
33	14.328708	16.017277	6.397543	0.2751421	67.14019
34	11.626999	16.644459	6.1093655	0.13186967	16.961266
35	15.390094	11.530509	6.3399076	0.22765292	31.668533
36	11.675243	15.486584	6.4551787	0.48200175	76.299805
37	13.122588	16.740948	6.167001	0.13267457	18.05352
38	15.776052	12.350671	6.4551787	0.18660296	56.858364
39	11.14455	13.267323	6.4551787	0.26266614	72.4104
40	15.824297	13.556791	6.4551787	0.38755998	74.17289
41	14.907645	15.004135	6.57045	0.5839559	141.76869
42	14.762911	12.398915	6.743356	0.5282836	92.66417
43	16.789192	13.315567	6.397543	0.11349109	20.638262
44	13.605036	14.425198	6.9162626	0.6942274	150.39523
45	10.372634	12.495405	6.3399076	0.07297772	6.2389565
46	14.618176	13.84626	6.743356	0.42243904	117.266365
47	12.688384	11.819978	6.685721	0.32169223	56.717197
48	12.495405	12.929608	6.8009915	0.46174505	112.296104
49	13.508546	13.122588	6.8586273	0.71837443	139.35112
50	11.33753	14.039239	6.628085	0.22979933	74.77631
51	13.3638115	10.372634	6.512814	0.105978675	14.701208
52	12.205936	14.5216875	6.8009915	0.49166057	111.88187
53	15.872541	14.955891	6.57045	0.10624698	26.628687
54	13.508546	15.583073	6.685721	0.2104817	73.46102
55	12.929608	16.017277	6.685721	0.081831634	27.596695
56	13.990994	11.14455	6.685721	0.07955108	14.578411
57	13.460301	12.061202	6.8586273	0.2646784	59.829994
58	11.33753	12.302426	6.743356	0.076331474	13.801421
