1.200000000000000000e+01 4.720000000000000000e+02 4.470000000000000000e+02 4.560000000000000000e+02
1.700000000000000000e+01 4.180000000000000000e+02 4.220000000000000000e+02 4.280000000000000000e+02
1.300000000000000000e+01 4.380000000000000000e+02 4.370000000000000000e+02 4.430000000000000000e+02
1.500000000000000000e+01 3.880000000000000000e+02 4.680000000000000000e+02 4.770000000000000000e+02
1.500000000000000000e+01 3.980000000000000000e+02 4.930000000000000000e+02 5.040000000000000000e+02
1.600000000000000000e+01 4.850000000000000000e+02 4.950000000000000000e+02 5.090000000000000000e+02
1.500000000000000000e+01 3.010000000000000000e+02 3.100000000000000000e+02 4.190000000000000000e+02
1.400000000000000000e+01 4.040000000000000000e+02 3.530000000000000000e+02 3.750000000000000000e+02
1.500000000000000000e+01 3.610000000000000000e+02 4.260000000000000000e+02 4.430000000000000000e+02
1.500000000000000000e+01 3.470000000000000000e+02 4.250000000000000000e+02 4.490000000000000000e+02
1.500000000000000000e+01 3.570000000000000000e+02 4.280000000000000000e+02 4.460000000000000000e+02
1.500000000000000000e+01 3.800000000000000000e+02 4.700000000000000000e+02 4.860000000000000000e+02
1.800000000000000000e+01 5.370000000000000000e+02 6.190000000000000000e+02 6.260000000000000000e+02
1.800000000000000000e+01 5.260000000000000000e+02 6.140000000000000000e+02 6.280000000000000000e+02
1.400000000000000000e+01 4.240000000000000000e+02 3.600000000000000000e+02 3.930000000000000000e+02
1.800000000000000000e+01 5.030000000000000000e+02 5.490000000000000000e+02 5.600000000000000000e+02
1.300000000000000000e+01 4.150000000000000000e+02 4.050000000000000000e+02 4.120000000000000000e+02
1.700000000000000000e+01 4.420000000000000000e+02 4.730000000000000000e+02 4.780000000000000000e+02
1.800000000000000000e+01 3.870000000000000000e+02 4.400000000000000000e+02 5.070000000000000000e+02
1.900000000000000000e+01 6.020000000000000000e+02 6.190000000000000000e+02 6.270000000000000000e+02
2.000000000000000000e+01 6.280000000000000000e+02 5.580000000000000000e+02 6.020000000000000000e+02
2.000000000000000000e+01 6.350000000000000000e+02 6.050000000000000000e+02 6.070000000000000000e+02
1.800000000000000000e+01 3.590000000000000000e+02 3.380000000000000000e+02 4.080000000000000000e+02
1.900000000000000000e+01 5.730000000000000000e+02 5.820000000000000000e+02 5.910000000000000000e+02
1.800000000000000000e+01 5.040000000000000000e+02 5.580000000000000000e+02 5.820000000000000000e+02
2.000000000000000000e+01 5.530000000000000000e+02 5.040000000000000000e+02 5.190000000000000000e+02
1.800000000000000000e+01 4.620000000000000000e+02 5.200000000000000000e+02 5.450000000000000000e+02
2.000000000000000000e+01 5.340000000000000000e+02 5.060000000000000000e+02 5.430000000000000000e+02
2.000000000000000000e+01 5.350000000000000000e+02 4.850000000000000000e+02 4.980000000000000000e+02
